duAn,huong,phapLy,noBed,soLau,Precinct,District,acreage_value,noBathroom
,,Giấy chứng nhận quyền sở hữu đất,2.0,3.0,Phường Dịch Vọng,Quận Cầu Giấy,87.0,-1.0
,,,2.0,10.0,Phường Mỹ Đình 2,Quận Nam Từ Liêm,81.0,-1.0
Văn Khê,,,3.0,,Phường La Khê,Quận Hà Đông,138.0,2.0
,,,3.0,,Phường Xuân Tảo,Quận Bắc Từ Liêm,107.0,-1.0
,,,3.0,,Phường Đại Kim,Quận Hoàng Mai,81.0,2.0
CT1 Trung Văn - Vinaconex 3,Tây,,2.0,,,Quận Nam Từ Liêm,72.0,2.0
,,,3.0,1.0,Phường Quang Trung,Quận Hà Đông,112.0,-1.0
PentStudio,,,1.0,,Phường Phú Thượng,Quận Tây Hồ,58.0,2.0
Hei Tower Điện Lực,,,2.0,,Phường Nhân Chính,Quận Thanh Xuân,61.0,2.0
Golden West,,,2.0,,Phường Nhân Chính,Quận Thanh Xuân,82.0,2.0
HH3 Linh Đàm,,,1.0,,,Quận Hoàng Mai,46.0,1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Phường Mộ Lao,Quận Hà Đông,95.0,-1.0
Home City - Trung Kính Complex,,,3.0,,Phường Yên Hòa,Quận Cầu Giấy,98.0,2.0
Sunrise Building 3,,,2.0,,,Quận Long Biên,76.0,2.0
PCC1 Triều Khúc,,,2.0,,Phường Thanh Xuân Nam,Quận Thanh Xuân,80.0,2.0
The Zenpark,,,2.0,,Xã Dương Xá,Huyện Gia Lâm,72.0,-1.0
Times City,Đông,,2.0,,Phường Vĩnh Tuy,Quận Hai Bà Trưng,75.0,2.0
HH4 Linh Đàm,,,2.0,,Phường Hoàng Liệt,Quận Hoàng Mai,45.0,1.0
Sunshine City,,,3.0,,Phường Đông Ngạc,Quận Bắc Từ Liêm,105.0,-1.0
,,,2.0,,Phường Ngã Tư Sở,Quận Đống Đa,50.0,1.0
HH1 Linh Đàm,,,1.0,,Phường Hoàng Liệt,Quận Hoàng Mai,48.0,1.0
Khu đô thị Văn Khê,,,3.0,,Phường La Khê,Quận Hà Đông,155.0,-1.0
Làng Quốc tế Thăng Long,,,3.0,,Phường Dịch Vọng,Quận Cầu Giấy,65.0,1.0
C37 Bộ Công An - Bắc Hà Tower,,,2.0,,Phường Trung Văn,Quận Nam Từ Liêm,84.0,2.0
,Bắc,Giấy chứng nhận quyền sở hữu đất,3.0,,Phường Đông Ngạc,Quận Bắc Từ Liêm,98.0,-1.0
Đường Trần Hữu Dực,,,3.0,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,124.0,-1.0
Eco Lake View,,,3.0,,,Quận Hoàng Mai,103.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Phường Phương Mai,Quận Đống Đa,90.0,-1.0
The Park Home,,,2.0,,Phường Dịch Vọng,Quận Cầu Giấy,96.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,86.0,-1.0
,Tây,,3.0,9.0,Phường Hoàng Liệt,Quận Hoàng Mai,75.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,25.0,Phường Bồ Đề,Quận Long Biên,120.0,-1.0
T&T DC Complex,,,2.0,,Phường Định Công,Quận Hoàng Mai,65.0,-1.0
Hà Nội Homeland,,,2.0,,Phường Thượng Thanh,Quận Long Biên,70.0,2.0
Eco Lake View,,,2.0,,Phường Đại Kim,Quận Hoàng Mai,67.0,1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,6.0,Phường Đại Kim,Quận Hoàng Mai,113.0,-1.0
HH3 Linh Đàm,,,2.0,,Phường Hoàng Liệt,Quận Hoàng Mai,70.0,2.0
Five Star Kim Giang,Đông,,2.0,,Phường Kim Giang,Quận Thanh Xuân,70.0,2.0
Vinhomes Ocean Park Gia Lâm,,,2.0,,Xã Dương Xá,Huyện Gia Lâm,59.0,1.0
VP6 Linh Đàm,,,2.0,,,Quận Hoàng Mai,62.0,2.0
The Sakura - Vinhomes Smart City,,,3.0,,Phường Tây Mỗ,Quận Nam Từ Liêm,75.0,2.0
,,,2.0,25.0,Phường Thạch Bàn,Quận Long Biên,76.0,-1.0
Sunshine Riverside,Tây,,2.0,,,Quận Tây Hồ,81.0,2.0
NO-08 Giang Biên,,,2.0,,Phường Giang Biên,Quận Long Biên,73.0,-1.0
Sunrise Building 3,,,2.0,,Phường Phúc Đồng,Quận Long Biên,117.0,2.0
Mulberry Lane,,,3.0,,Phường Mỗ Lao,Quận Hà Đông,90.0,2.0
,Nam,,2.0,,Phường Mai Dịch,Quận Cầu Giấy,69.0,2.0
Tháp doanh nhân Tower,,,2.0,,Phường Mỗ Lao,Quận Hà Đông,70.0,2.0
Bea Sky,,,2.0,,Phường Đại Kim,Quận Hoàng Mai,68.0,2.0
ĐTM Dịch Vọng,,,3.0,,Phường Dịch Vọng,Quận Cầu Giấy,108.0,2.0
,,,2.0,13.0,Phường Dịch Vọng Hậu,Quận Cầu Giấy,100.0,-1.0
The Pride,,,3.0,,,Quận Hà Đông,92.0,2.0
,,,2.0,,Phường Cầu Diễn,Quận Nam Từ Liêm,84.0,-1.0
Eurowindow Multi Complex,,,3.0,,,Quận Cầu Giấy,113.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,76.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Xã Đặng Xá,Huyện Gia Lâm,50.0,-1.0
Thanh Hà Mường Thanh,Nam,,3.0,,Phường Kiến Hưng,Quận Hà Đông,78.0,2.0
Imperia Smart City,,,2.0,,Phường Tây Mỗ,Quận Nam Từ Liêm,55.0,1.0
Diamond Goldmark City,,,3.0,,,Quận Bắc Từ Liêm,130.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,12.0,Phường Trung Văn,Quận Nam Từ Liêm,85.0,-1.0
Sapphire Palace,,,3.0,,,Quận Thanh Xuân,99.0,2.0
Khu đô thị Mỹ Đình I,,,2.0,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,70.0,-1.0
Chung cư The Wisteria,,,3.0,,Xã Di Trạch,Huyện Hoài Đức,108.0,3.0
Đông Nam Trần Duy Hưng,,,2.0,,Phường Trung Hòa,Quận Cầu Giấy,53.0,1.0
Mulberry Lane,,,3.0,,Phường Mỗ Lao,Quận Hà Đông,132.0,-1.0
Đường Tố Hữu,,,2.0,,Phường La Khê,Quận Hà Đông,70.0,-1.0
,Nam,Giấy chứng nhận quyền sở hữu đất,3.0,22.0,Phường Mai Dịch,Quận Cầu Giấy,92.0,-1.0
The Link 345-CT1,,,3.0,,Phường Đông Ngạc,Quận Bắc Từ Liêm,114.0,2.0
Pháp Vân Tứ Hiệp,,,3.0,,,Quận Hoàng Mai,80.0,2.0
Eurowindow Multi Complex,,,3.0,,Phường Trung Hòa,Quận Cầu Giấy,122.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phường Mai Dịch,Quận Cầu Giấy,60.0,-1.0
TTTM TSQ,,,3.0,,Phường Mỗ Lao,Quận Hà Đông,141.0,2.0
Imperia Sola Park,,,2.0,,Phường Tây Mỗ,Quận Nam Từ Liêm,75.0,-1.0
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phường Thanh Xuân Trung,Quận Thanh Xuân,70.0,-1.0
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,3.0,,Phường Phúc La,Quận Hà Đông,80.0,-1.0
Trung Hòa Nhân Chính,,,2.0,,Phường Trung Hòa,Quận Cầu Giấy,87.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Phường Nhân Chính,Quận Thanh Xuân,100.0,-1.0
,,,2.0,,Phường Xuân Phương,Quận Nam Từ Liêm,62.0,2.0
An Lạc - Mỹ Đình,,,2.0,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,83.0,-1.0
,,,3.0,,Phường Dịch Vọng,Quận Cầu Giấy,100.0,2.0
Green Park Trần Thủ Độ,,,2.0,,,Quận Hoàng Mai,81.0,2.0
,,,3.0,,Phường Dịch Vọng,Quận Cầu Giấy,92.0,2.0
,,,2.0,2.0,Phường Thanh Xuân Bắc,Quận Thanh Xuân,60.0,-1.0
HH2 Bắc Hà,,,3.0,,Phường Trung Văn,Quận Nam Từ Liêm,133.0,2.0
Thang Long Number One,,,3.0,,Phường Trung Hòa,Quận Cầu Giấy,95.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Phường Trung Văn,Quận Nam Từ Liêm,99.0,-1.0
VOV Mễ Trì,,,2.0,,Phường Mễ Trì,Quận Nam Từ Liêm,61.0,1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phường Mai Dịch,Quận Cầu Giấy,82.0,-1.0
Roman Plaza,,,2.0,,Phường Đại Mỗ,Quận Nam Từ Liêm,78.0,2.0
Sunshine Garden,Nam,,3.0,,Phường Vĩnh Tuy,Quận Hai Bà Trưng,115.0,2.0
HPC Landmark 105,,,3.0,,Phường La Khê,Quận Hà Đông,107.0,-1.0
Vinhomes Skylake,,,3.0,,,Quận Nam Từ Liêm,121.0,2.0
,,,3.0,,Phường Láng Hạ,Quận Đống Đa,80.0,1.0
Grand SunLake Văn Quán,,,3.0,,Phường Văn Quán,Quận Hà Đông,98.0,-1.0
Dolphin Plaza,,,3.0,,Phường Mỹ Đình 2,Quận Nam Từ Liêm,144.0,3.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Phường Nhân Chính,Quận Thanh Xuân,108.0,-1.0
Constrexim Complex,,,2.0,,Phường Dịch Vọng,Quận Cầu Giấy,100.0,-1.0
Imperia Sola Park,,,3.0,,Phường Tây Mỗ,Quận Nam Từ Liêm,64.0,2.0
The Pride,,,3.0,,Phường La Khê,Quận Hà Đông,94.0,-1.0
,,,2.0,,Phường Dương Nội,Quận Hà Đông,62.0,1.0
,,,3.0,,Phường Láng Hạ,Quận Đống Đa,105.0,2.0
Việt Hưng,,,3.0,,Phường Đức Giang,Quận Long Biên,81.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,19.0,Phường Văn Quán,Quận Hà Đông,133.0,-1.0
Trung Hòa Nhân Chính,,,2.0,,,Quận Cầu Giấy,67.0,-1.0
Rivera Park Hà Nội,,,2.0,,Phường Thanh Xuân Trung,Quận Thanh Xuân,71.0,-1.0
Tây Hà Tower,,,3.0,,Phường Trung Văn,Quận Nam Từ Liêm,116.0,2.0
HH1 Linh Đàm,,,2.0,,Phường Hoàng Liệt,Quận Hoàng Mai,48.0,-1.0
Nhà ở xã hội Bộ công an Cổ Nhuế 2,,,2.0,,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,70.0,-1.0
Hà Nội Melody Residences,,,2.0,,Phường Hoàng Liệt,Quận Hoàng Mai,76.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,9.0,Phường Lê Đại Hành,Quận Hai Bà Trưng,54.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,3.0,Phường Láng Hạ,Quận Đống Đa,80.0,-1.0
Park Hill Premium - Times City,,,3.0,,Phường Vĩnh Tuy,Quận Hai Bà Trưng,116.0,2.0
An Bình Plaza,,,2.0,,,Quận Nam Từ Liêm,55.0,1.0
The Sapphire-Vinhomes Smart City,,,1.0,,Phường Tây Mỗ,Quận Nam Từ Liêm,31.0,1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Phường Trung Hòa,Quận Cầu Giấy,110.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,15.0,Phường Cầu Diễn,Quận Nam Từ Liêm,143.0,-1.0
Helios Tower 75 Tam Trinh,,,2.0,,Phường Mai Động,Quận Hoàng Mai,80.0,2.0
Mỹ Đình Pearl,,,3.0,,Phường Phú Đô,Quận Nam Từ Liêm,110.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,2.0,Phường Chương Dương,Quận Hoàn Kiếm,60.0,-1.0
Intracom1,,,3.0,,Phường Trung Văn,Quận Nam Từ Liêm,117.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phường Thanh Xuân Bắc,Quận Thanh Xuân,60.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,21.0,Phường Mễ Trì,Quận Nam Từ Liêm,88.0,-1.0
,,Giấy tờ hợp lệ,2.0,1.0,Phường Hoàng Văn Thụ,Quận Hoàng Mai,77.0,-1.0
Vinhomes Smart City,,,1.0,,Phường Tây Mỗ,Quận Nam Từ Liêm,42.0,1.0
HPC Landmark 105,,,2.0,,Phường La Khê,Quận Hà Đông,76.0,2.0
,,,2.0,,Phường Thanh Xuân Bắc,Quận Thanh Xuân,75.0,1.0
Dreamland Bonanza,,,3.0,,Phường Mỹ Đình 2,Quận Nam Từ Liêm,92.0,2.0
The Zen Residence,,,3.0,,Phường Yên Sở,Quận Hoàng Mai,75.0,-1.0
Vinhomes Smart City,,,1.0,,,Quận Nam Từ Liêm,27.0,1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Phường Trung Văn,Quận Nam Từ Liêm,135.0,-1.0
Vinhomes Ocean Park Gia Lâm,,,2.0,,Xã Dương Xá,Huyện Gia Lâm,70.0,2.0
,,,2.0,,Phường Kim Mã,Quận Ba Đình,60.0,-1.0
Sunshine City,Đông,,3.0,,,Quận Bắc Từ Liêm,90.0,2.0
,,,2.0,,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,76.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,5.0,Phường Thịnh Quang,Quận Đống Đa,26.0,-1.0
,Tây Nam,Giấy chứng nhận quyền sở hữu đất,2.0,,Xã Kim Chung,Huyện Hoài Đức,83.0,-1.0
Summit Building,Đông,,2.0,,,Quận Cầu Giấy,86.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,4.0,Phường Mỹ Đình 1,Quận Nam Từ Liêm,78.0,-1.0
,,,2.0,,Phường Ngã Tư Sở,Quận Đống Đa,65.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,10.0,Phường Xuân Tảo,Quận Bắc Từ Liêm,102.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,4.0,11.0,Xã Tứ Hiệp,Huyện Thanh Trì,128.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Phường Thanh Xuân Trung,Quận Thanh Xuân,90.0,-1.0
Seasons Avenue,,,2.0,,,Quận Hà Đông,80.0,2.0
The K Park,,,3.0,,Phường Phúc La,Quận Hà Đông,83.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Phường Nhân Chính,Quận Thanh Xuân,98.0,-1.0
Vinhomes Ocean Park,,,2.0,,,Huyện Gia Lâm,70.0,-1.0
Lancaster Luminaire,Đông,,2.0,,Phường Láng Thượng,Quận Đống Đa,45.0,1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phường La Khê,Quận Hà Đông,92.0,-1.0
M5 Nguyễn Chí Thanh,,,3.0,,Phường Láng Hạ,Quận Đống Đa,133.0,3.0
Vinhomes Nguyễn Chí Thanh,,,3.0,,Phường Láng Hạ,Quận Đống Đa,119.0,2.0
Golden Field Mỹ Đình,,,4.0,,Phường Cầu Diễn,Quận Nam Từ Liêm,120.0,3.0
Imperia Sola Park,,,1.0,,Phường Tây Mỗ,Quận Nam Từ Liêm,42.0,1.0
HPC Landmark 105,,,2.0,,Phường La Khê,Quận Hà Đông,107.0,-1.0
Khu đô thị Mỹ Đình Sông Đà,,,3.0,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,114.0,-1.0
The Emerald CT8 Mỹ Đình,,,2.0,,,Quận Nam Từ Liêm,81.0,2.0
D’. El Dorado,,,2.0,,Phường Phú Thượng,Quận Tây Hồ,70.0,2.0
Vinhomes Green Bay Mễ Trì,,,2.0,,Phường Mễ Trì,Quận Nam Từ Liêm,59.0,2.0
Roman Plaza,,,2.0,,Phường Đại Mỗ,Quận Nam Từ Liêm,78.0,2.0
Osaka Complex,,,2.0,,Phường Hoàng Liệt,Quận Hoàng Mai,58.0,1.0
Iris Garden,,,2.0,,,Quận Nam Từ Liêm,60.0,2.0
An Bình City,,,3.0,,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,90.0,2.0
The Pavilion - Vinhomes Ocean Park,,,2.0,,Xã Dương Xá,Huyện Gia Lâm,75.0,2.0
The Pride,,,2.0,,Phường La Khê,Quận Hà Đông,74.0,2.0
Xuân Mai Tower - CT2 Tô Hiệu,,,2.0,,,Quận Hà Đông,60.0,1.0
Tòa Tháp Thiên Niên Kỷ,,,2.0,,Phường Yết Kiêu,Quận Hà Đông,92.0,2.0
The Zenpark,,,1.0,,Xã Dương Xá,Huyện Gia Lâm,41.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,8.0,Phường Minh Khai,Quận Hai Bà Trưng,67.0,-1.0
Le Grand Jardin Sài Đồng,,,2.0,,Phường Sài Đồng,Quận Long Biên,54.0,1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phường Đồng Tâm,Quận Hai Bà Trưng,65.0,-1.0
,,,3.0,,Phường Nhân Chính,Quận Thanh Xuân,89.0,2.0
,,,3.0,10.0,Phường Vĩnh Hưng,Quận Hoàng Mai,90.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phường Nghĩa Tân,Quận Cầu Giấy,60.0,-1.0
C14 - Bộ Công An,,,3.0,,Phường Trung Văn,Quận Nam Từ Liêm,109.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,6.0,Phường Đại Kim,Quận Hoàng Mai,75.0,-1.0
Vinhomes Skylake,,,3.0,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,95.0,3.0
,,,2.0,4.0,Phường Dương Nội,Quận Hà Đông,62.0,-1.0
Thăng Long Number One,,,3.0,,Phường Trung Hòa,Quận Cầu Giấy,117.0,2.0
Hapulico Complex,,,3.0,,Phường Thanh Xuân Trung,Quận Thanh Xuân,140.0,2.0
,,,2.0,,Phường Thanh Xuân Trung,Quận Thanh Xuân,73.0,-1.0
D’. Le Roi Soleil,,,3.0,,Phường Quảng An,Quận Tây Hồ,110.0,2.0
Golden Field Mỹ Đình,,,2.0,16.0,,Quận Nam Từ Liêm,74.0,2.0
Ecolife Capitol,,,2.0,,Phường Trung Văn,Quận Nam Từ Liêm,69.0,2.0
,,,2.0,10.0,Xã Vân Canh,Huyện Hoài Đức,72.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,15.0,Phường Phúc La,Quận Hà Đông,81.0,-1.0
The Tonkin - Vinhomes Smart City,,,1.0,,Phường Tây Mỗ,Quận Nam Từ Liêm,29.0,1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phường Đại Kim,Quận Hoàng Mai,122.0,-1.0
Grand Sunlake,,,3.0,,Phường Văn Quán,Quận Hà Đông,96.0,2.0
Hà Nội Melody Residences,,,2.0,,Phường Hoàng Liệt,Quận Hoàng Mai,74.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,12.0,Xã Đặng Xá,Huyện Gia Lâm,58.0,-1.0
Mipec Rubik 360,Đông,,3.0,,Phường Dịch Vọng Hậu,Quận Cầu Giấy,95.0,2.0
,,,3.0,,Phường Lĩnh Nam,Quận Hoàng Mai,82.0,2.0
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,2.0,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,75.0,-1.0
Vinhomes West Point,,,3.0,,Phường Mễ Trì,Quận Nam Từ Liêm,84.0,2.0
Tây Hà Tower,,,3.0,,,Quận Nam Từ Liêm,126.0,2.0
Hà Nội Paragon,,,3.0,,Phường Dịch Vọng Hậu,Quận Cầu Giấy,81.0,-1.0
The Garden Hills - 99 Trần Bình,,,2.0,,,Quận Nam Từ Liêm,81.0,2.0
,,,2.0,,Phường Mỹ Đình 2,Quận Nam Từ Liêm,85.0,-1.0
Sunshine City,Nam,,3.0,,Phường Đông Ngạc,Quận Bắc Từ Liêm,85.0,2.0
Licogi 12,,,3.0,,,Quận Hoàng Mai,120.0,2.0
Grand SunLake Văn Quán,,,2.0,,Phường Văn Quán,Quận Hà Đông,91.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phường Phương Mai,Quận Đống Đa,54.0,-1.0
Mỹ Đình Pearl,,,2.0,,,Quận Nam Từ Liêm,73.0,2.0
Mulberry Lane,,,3.0,,Phường Mỗ Lao,Quận Hà Đông,130.0,2.0
,,,2.0,5.0,Phường Dịch Vọng,Quận Cầu Giấy,88.0,-1.0
Hà Nội Homeland,,,3.0,,Phường Thượng Thanh,Quận Long Biên,92.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,20.0,Phường Phúc La,Quận Hà Đông,75.0,-1.0
Khai Sơn City,,,3.0,,,Quận Long Biên,120.0,3.0
Ecolife Tây Hồ,,,2.0,,Phường Xuân La,Quận Tây Hồ,88.0,2.0
Ha Do Park View,,,2.0,,Phường Dịch Vọng,Quận Cầu Giấy,98.0,2.0
Hope Residence,,,2.0,,Phường Phúc Đồng,Quận Long Biên,70.0,2.0
The Sapphire-Vinhomes Smart City,,,2.0,,Phường Tây Mỗ,Quận Nam Từ Liêm,64.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Phường Thành Công,Quận Ba Đình,94.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,32.0,Phường Đại Kim,Quận Hoàng Mai,76.0,-1.0
Imperia Smart City,,,3.0,,,Quận Nam Từ Liêm,76.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,10.0,Phường Xuân Tảo,Quận Bắc Từ Liêm,71.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phường Mỹ Đình 2,Quận Nam Từ Liêm,74.0,-1.0
Vinhomes Green Bay Mễ Trì,,,1.0,,Phường Mễ Trì,Quận Nam Từ Liêm,28.0,1.0
30 Phạm Văn Đồng,,,2.0,,Phường Dịch Vọng Hậu,Quận Cầu Giấy,68.0,2.0
Golden Palace Mễ Trì,,,2.0,,Phường Mễ Trì,Quận Nam Từ Liêm,86.0,-1.0
Valencia Garden,,,2.0,,Phường Đức Giang,Quận Long Biên,61.0,1.0
An Bình Plaza,,,2.0,,,Quận Nam Từ Liêm,60.0,1.0
,,,2.0,1.0,Phường Nhân Chính,Quận Thanh Xuân,107.0,-1.0
Bắc Hà Tower C37 Bộ Công An,,,3.0,,Phường Trung Văn,Quận Nam Từ Liêm,115.0,-1.0
,,,2.0,,Phường Thanh Xuân Trung,Quận Thanh Xuân,50.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phường Cát Linh,Quận Đống Đa,70.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Phường La Khê,Quận Hà Đông,90.0,-1.0
Vinhomes Ocean Park,,Giấy chứng nhận quyền sở hữu đất,2.0,,Xã Dương Xá,Huyện Gia Lâm,70.0,-1.0
Khai Sơn City,,,3.0,,Phường Ngọc Thụy,Quận Long Biên,120.0,3.0
Eco Green City,,,2.0,,Xã Tân Triều,Huyện Thanh Trì,67.0,2.0
,,,3.0,1.0,Phường Hoàng Liệt,Quận Hoàng Mai,94.0,-1.0
Vinhomes Ocean Park Gia Lâm,,,1.0,,Xã Dương Xá,Huyện Gia Lâm,43.0,1.0
Viha Complex,,,2.0,,,Quận Thanh Xuân,73.0,2.0
Vimeco I - Phạm Hùng,,,2.0,,,Quận Cầu Giấy,90.0,2.0
,,,2.0,18.0,Phường Đông Ngạc,Quận Bắc Từ Liêm,92.0,-1.0
B1-B2 Tây Nam Linh Đàm,Bắc,,3.0,,Phường Hoàng Liệt,Quận Hoàng Mai,101.0,2.0
HH2 Linh Đàm,,,2.0,,Phường Hoàng Liệt,Quận Hoàng Mai,56.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,18.0,Phường Thanh Xuân Trung,Quận Thanh Xuân,70.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,19.0,Phường Cầu Diễn,Quận Nam Từ Liêm,101.0,-1.0
,,,2.0,5.0,Phường Đại Kim,Quận Hoàng Mai,68.0,-1.0
,,,2.0,,Phường Dịch Vọng,Quận Cầu Giấy,55.0,1.0
Goldmark City,,,2.0,,,Quận Bắc Từ Liêm,78.0,2.0
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,2.0,10.0,Phường Phúc Đồng,Quận Long Biên,87.0,-1.0
The Sapphire-Vinhomes Smart City,,,1.0,,Phường Tây Mỗ,Quận Nam Từ Liêm,43.0,1.0
The Zei Mỹ Đình,,,2.0,,,Quận Nam Từ Liêm,93.0,2.0
The Sakura,,,2.0,,Phường Tây Mỗ,Quận Nam Từ Liêm,60.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,9.0,Phường Xuân Tảo,Quận Bắc Từ Liêm,64.0,-1.0
Trung Hòa Nhân Chính,,,3.0,,,Quận Cầu Giấy,117.0,2.0
,,,2.0,,Phường Ô Chợ Dừa,Quận Đống Đa,90.0,1.0
Thanh Bình Garden,,,2.0,,Phường Định Công,Quận Hoàng Mai,46.0,-1.0
Amber Riverside,,,2.0,,Phường Vĩnh Tuy,Quận Hai Bà Trưng,67.0,2.0
,,,4.0,,Phường Nhân Chính,Quận Thanh Xuân,150.0,3.0
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,2.0,20.0,Phường Mỹ Đình 2,Quận Nam Từ Liêm,67.0,-1.0
Central Field Trung Kính,,,2.0,,Phường Yên Hòa,Quận Cầu Giấy,75.0,2.0
The Pavilion - Vinhomes Ocean Park,,,2.0,,Xã Dương Xá,Huyện Gia Lâm,68.0,2.0
Green Pearl 378 Minh Khai,,,3.0,,,Quận Hai Bà Trưng,87.0,-1.0
Chung cư The Senique Hanoi,,,1.0,,,Huyện Gia Lâm,42.0,1.0
Vinata Tower,,,3.0,,,Quận Cầu Giấy,86.0,-1.0
Tòa Tháp Thiên Niên Kỷ,,,2.0,,Phường Yết Kiêu,Quận Hà Đông,69.0,2.0
,,,1.0,3.0,Phường Nhân Chính,Quận Thanh Xuân,42.0,-1.0
Hà Thành Plaza,,,3.0,,Phường Thịnh Quang,Quận Đống Đa,130.0,2.0
The Sapphire-Vinhomes Smart City,,,1.0,,,Quận Nam Từ Liêm,42.0,1.0
Khu đô thị Mỹ Đình I,,,3.0,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,130.0,-1.0
,,,1.0,1.0,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,50.0,-1.0
Sakura Tower,,,3.0,,Phường Thanh Xuân Trung,Quận Thanh Xuân,97.0,2.0
Nam Đô Complex,,,2.0,,Phường Giáp Bát,Quận Hoàng Mai,89.0,-1.0
,,Giấy chứng nhận quyền sở hữu đất,4.0,20.0,Phường Phú Diễn,Quận Bắc Từ Liêm,150.0,-1.0
The London - Vinhomes Ocean Park,,,2.0,,Xã Dương Xá,Huyện Gia Lâm,57.0,2.0
,,,3.0,6.0,Phường Nhân Chính,Quận Thanh Xuân,118.0,-1.0
Bình Vượng 200 Quang Trung,,,4.0,,Phường Quang Trung,Quận Hà Đông,112.0,2.0
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Phường Hoàng Liệt,Quận Hoàng Mai,72.0,-1.0
Tây Nam Hồ Linh Đàm,,,2.0,,Phường Hoàng Liệt,Quận Hoàng Mai,99.0,-1.0
Vinhomes Ocean Park Gia Lâm,,,2.0,,Xã Dương Xá,Huyện Gia Lâm,55.0,1.0
