duAn,huong,phapLy,noBed,soLau,Street,Precinct,District,acreage_value,price_value,noBathroom,price_per_area
The Golden Palm Lê Văn Lương,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,125.0,8.9,2.0,71.2
Sapphire Palace,,,3.0,,,,Quận Thanh Xuân,98.0,5.9,2.0,60.204081632653065
Việt Đức Complex,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,86.0,3.2,2.0,37.2093023255814
Việt Đức Complex,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,97.0,3.8,2.0,39.175257731958766
Việt Đức Complex,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,100.0,3.5,2.0,35.0
The Golden Palm Lê Văn Lương,,,3.0,,,,Quận Thanh Xuân,124.0,10.0,2.0,80.64516129032258
96 Định Công,,,3.0,,Đường Định Công,Phường Phương Liệt,Quận Thanh Xuân,96.0,4.7,2.0,48.958333333333336
Sapphire Palace,,,3.0,,Phố Chính Kinh,Phường Thanh Xuân Trung,Quận Thanh Xuân,100.0,6.0,2.0,60.0
Hapulico Complex,,,3.0,,,,Quận Thanh Xuân,102.0,6.94,2.0,68.03921568627452
,,,3.0,,,Phường Hạ Đình,Quận Thanh Xuân,108.0,4.7,2.0,43.51851851851852
,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,75.0,4.39,2.0,58.53333333333333
Royal City,,,3.0,,,,Quận Thanh Xuân,106.0,8.5,2.0,80.18867924528301
Sakura Tower,,,3.0,,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân,94.0,6.5,2.0,69.14893617021276
108 Nguyễn Trãi,,,3.0,,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,108.0,8.2,2.0,75.92592592592592
C3 Lê Văn Lương (Golden Palace),,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,98.0,7.18,2.0,73.26530612244898
The Golden Palm Lê Văn Lương,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,100.0,7.5,2.0,75.0
Star Tower 283 Khương Trung,,,3.0,,Đường Khương Trung,Phường Khương Trung,Quận Thanh Xuân,90.0,5.5,2.0,61.111111111111114
Stellar Garden,,,3.0,,Phố Lê Văn Thiêm,Phường Thanh Xuân Trung,Quận Thanh Xuân,95.0,5.7,2.0,60.0
54 Hạ Đình,,,3.0,,Phố Hạ Đình,Phường Thanh Xuân Trung,Quận Thanh Xuân,105.0,4.55,2.0,43.333333333333336
,,,3.0,,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,67.0,2.75,1.0,41.04477611940298
Royal City,,,3.0,,,,Quận Thanh Xuân,125.0,8.5,,68.0
Golden West,,,3.0,,Phố Lê Văn Thiêm,Phường Nhân Chính,Quận Thanh Xuân,96.0,5.1,2.0,53.125
Riverside Garden,,,3.0,,Phố Vũ Tông Phan,Phường Khương Đình,Quận Thanh Xuân,85.0,6.0,2.0,70.58823529411765
,,,3.0,,,Phường Phương Liệt,Quận Thanh Xuân,112.0,4.3,,38.392857142857146
Hei Tower Điện Lực,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,130.0,8.19,2.0,62.99999999999999
90 Nguyễn Tuân,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,96.0,7.2,2.0,75.0
Golden Land,,,3.0,,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Quận Thanh Xuân,130.0,7.0,2.0,53.84615384615385
Stellar Garden,,,3.0,,,,Quận Thanh Xuân,95.0,5.5,2.0,57.89473684210526
The Golden Palm Lê Văn Lương,,,3.0,,,,Quận Thanh Xuân,125.0,8.6,2.0,68.8
Việt Đức Complex,,,3.0,,Đường Khuất Duy Tiến,Phường Nhân Chính,Quận Thanh Xuân,99.0,6.06,2.0,61.21212121212121
Diamond Flower Tower,,,3.0,,Phố Hoàng Đạo Thúy,Phường Nhân Chính,Quận Thanh Xuân,120.0,7.8,2.0,65.0
90 Nguyễn Tuân,,,3.0,,,,Quận Thanh Xuân,97.0,7.0,2.0,72.16494845360825
Hei Tower Điện Lực,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,88.0,5.75,2.0,65.3409090909091
Imperia Garden,,,3.0,,Đường Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân,97.0,7.0,2.0,72.16494845360825
Bohemia Residence,,,3.0,,,,Quận Thanh Xuân,127.0,7.7,2.0,60.62992125984252
GoldSeason,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,102.0,7.5,2.0,73.52941176470588
Phú Gia Residence,,,3.0,,Đường Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân,116.0,6.5,2.0,56.03448275862069
Times Tower - HACC1 Complex Building,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,128.0,8.9,2.0,69.53125
Times Tower - HACC1 Complex Building,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,107.0,6.8,2.0,63.55140186915888
GoldSeason,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,100.0,7.09,2.0,70.9
The Golden Palm Lê Văn Lương,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,135.0,9.3,2.0,68.88888888888889
Stellar Garden,,,3.0,,Phố Lê Văn Thiêm,Phường Thanh Xuân Trung,Quận Thanh Xuân,93.0,5.8,2.0,62.365591397849464
Cienco1 Hoàng Đạo Thúy,,,3.0,,Phố Hoàng Đạo Thúy,Phường Nhân Chính,Quận Thanh Xuân,113.0,6.3,2.0,55.75221238938053
The Golden Palm Lê Văn Lương,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,100.0,6.9,2.0,69.0
Hei Tower Điện Lực,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,88.0,5.4,2.0,61.36363636363637
Handi Resco Lê văn Lương,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,105.0,7.3,2.0,69.52380952380952
Times Tower - HACC1 Complex Building,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,107.0,7.35,2.0,68.69158878504673
90 Nguyễn Tuân,,,3.0,,,,Quận Thanh Xuân,97.0,7.3,2.0,75.25773195876289
GoldSeason,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,102.0,5.6,2.0,54.90196078431372
Riverside Garden,,,3.0,,Phố Vũ Tông Phan,Phường Khương Đình,Quận Thanh Xuân,126.0,7.0,2.0,55.55555555555556
Riverside Garden,,,3.0,,Phố Vũ Tông Phan,Phường Khương Đình,Quận Thanh Xuân,126.0,7.0,2.0,55.55555555555556
,,,3.0,,Phố Lê Văn Thiêm,Phường Nhân Chính,Quận Thanh Xuân,98.0,8.1,2.0,82.65306122448979
Mỹ Sơn Tower,,,3.0,,Đường Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân,100.0,3.7,2.0,37.0
King Palace,,,3.0,,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,125.0,9.0,2.0,72.0
Royal City,,,3.0,,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,130.0,9.9,2.0,76.15384615384616
The Golden Palm Lê Văn Lương,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,124.0,8.9,2.0,71.7741935483871
Thống Nhất Complex,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,93.0,6.0,2.0,64.51612903225806
54 Hạ Đình,,,3.0,,Phố Hạ Đình,Phường Thanh Xuân Trung,Quận Thanh Xuân,90.0,4.4,2.0,48.888888888888886
Riverside Garden,Bắc,,3.0,,Phố Vũ Tông Phan,Phường Khương Đình,Quận Thanh Xuân,126.0,7.6,2.0,60.317460317460316
Viha Complex,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,93.0,7.11,3.0,76.45161290322581
Imperial Plaza,,,3.0,,Đường Giải Phóng,Phường Phương Liệt,Quận Thanh Xuân,96.0,5.28,2.0,55.0
,,,3.0,,Đường Nguyễn Quý Đức,Phường Thanh Xuân Bắc,Quận Thanh Xuân,75.0,3.42,2.0,45.6
54 Hạ Đình,,,3.0,,,,Quận Thanh Xuân,100.0,4.6,2.0,46.0
Việt Đức Complex,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,80.0,7.44,2.0,93.0
Imperial Plaza,,,3.0,,Đường Giải Phóng,Phường Phương Liệt,Quận Thanh Xuân,116.0,5.0,2.0,43.10344827586207
Star Tower 283 Khương Trung,,,3.0,,Đường Khương Trung,Phường Khương Trung,Quận Thanh Xuân,80.0,3.5,2.0,43.75
Sapphire Palace,,,3.0,,Phố Chính Kinh,Phường Thanh Xuân Trung,Quận Thanh Xuân,99.0,5.5,2.0,55.55555555555556
Thống Nhất Complex,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,122.0,8.54,2.0,70.0
King Palace,,,3.0,,,,Quận Thanh Xuân,107.0,8.6,2.0,80.37383177570094
GoldSeason,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,100.0,6.2,2.0,62.0
,,,3.0,,,Phường Nhân Chính,Quận Thanh Xuân,74.0,4.4,2.0,59.45945945945946
Golden Land,,,3.0,,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Quận Thanh Xuân,124.0,7.0,2.0,56.45161290322581
96 Định Công,,,3.0,,Đường Định Công,Phường Phương Liệt,Quận Thanh Xuân,90.0,4.5,2.0,50.0
Hei Tower Điện Lực,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,100.0,5.6,2.0,56.0
,,,3.0,,Đường Nguyễn Quý Đức,Phường Thanh Xuân Bắc,Quận Thanh Xuân,80.0,2.6,1.0,32.5
90 Nguyễn Tuân,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,92.0,6.8,2.0,73.91304347826087
Hapulico Complex,,,3.0,,,,Quận Thanh Xuân,102.0,6.57,2.0,64.41176470588235
Hei Tower Điện Lực,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,90.0,6.3,2.0,70.0
,,,3.0,,,,Quận Thanh Xuân,153.0,9.0,,58.8235294117647
Sakura Tower,,,3.0,,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân,95.0,6.0,2.0,63.1578947368421
Hei Tower Điện Lực,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,130.0,8.0,2.0,61.53846153846154
Hei Tower Điện Lực,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,89.0,5.5,2.0,61.79775280898876
,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,82.0,6.75,2.0,82.3170731707317
BRG Diamond Residence,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,120.0,9.0,2.0,75.0
Viha Complex,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,97.0,7.98,3.0,82.26804123711341
Sapphire Palace,,,3.0,,,,Quận Thanh Xuân,99.0,6.1,2.0,61.61616161616162
,,,3.0,,Đường Khương Trung,Phường Khương Trung,Quận Thanh Xuân,86.0,3.7,2.0,43.02325581395349
,Đông,,3.0,,Đường Hoàng Minh Giám,Phường Nhân Chính,Quận Thanh Xuân,74.0,4.4,2.0,59.45945945945946
Chung cư Ban cơ yếu Chính phủ,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,123.0,7.95,2.0,64.63414634146342
Bohemia Residence,,,3.0,,Đường Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân,143.0,8.7,2.0,60.83916083916084
Sapphire Palace,,,3.0,,Phố Chính Kinh,Phường Thanh Xuân Trung,Quận Thanh Xuân,100.0,6.3,2.0,63.0
,,,3.0,,,Phường Nhân Chính,Quận Thanh Xuân,89.0,5.6,2.0,62.92134831460674
GoldSeason,,,3.0,,,,Quận Thanh Xuân,100.0,7.0,2.0,70.0
Sapphire Palace,,,3.0,,,,Quận Thanh Xuân,100.0,5.8,2.0,58.0
Viha Complex,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,93.0,6.91,3.0,74.3010752688172
Golden Land,,,3.0,,,,Quận Thanh Xuân,130.0,6.9,2.0,53.07692307692308
Thống Nhất Complex,,,3.0,,,,Quận Thanh Xuân,122.0,8.8,2.0,72.1311475409836
GoldSeason,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,102.0,7.5,3.0,73.52941176470588
Handi Resco Lê văn Lương,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,99.0,7.5,2.0,75.75757575757575
Five Star Kim Giang,Tây,,3.0,,Đường Kim Giang,Phường Kim Giang,Quận Thanh Xuân,116.0,7.5,3.0,64.65517241379311
Hei Tower Điện Lực,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,128.0,8.58,2.0,67.03125
Handi Resco Lê văn Lương,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,99.0,7.5,2.0,75.75757575757575
Five Star Kim Giang,Tây,,3.0,,Đường Kim Giang,Phường Kim Giang,Quận Thanh Xuân,116.0,7.5,3.0,64.65517241379311
Hei Tower Điện Lực,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,128.0,8.58,2.0,67.03125
Diamond Flower Tower,,,3.0,,Phố Hoàng Đạo Thúy,Phường Nhân Chính,Quận Thanh Xuân,120.0,6.25,2.0,52.083333333333336
King Palace,,,3.0,,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,100.0,8.0,2.0,80.0
Thống Nhất Complex,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,93.0,6.6,2.0,70.96774193548387
Hapulico Complex,,,3.0,,Đường Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân,140.0,8.8,2.0,62.857142857142854
Times Tower - HACC1 Complex Building,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,128.0,8.0,2.0,62.5
Golden Land,,,3.0,,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Quận Thanh Xuân,129.0,7.5,2.0,58.13953488372093
Sakura Tower,,,3.0,,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân,82.0,4.8,2.0,58.53658536585366
Times Tower - HACC1 Complex Building,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,132.0,8.3,2.0,62.878787878787875
Bohemia Residence,,,3.0,,,,Quận Thanh Xuân,135.0,8.9,2.0,65.92592592592592
Sapphire Palace,,,3.0,,Phố Chính Kinh,Phường Thanh Xuân Trung,Quận Thanh Xuân,82.0,4.5,2.0,54.8780487804878
Diamond Flower Tower,,,3.0,,,,Quận Thanh Xuân,115.0,8.0,2.0,69.56521739130434
Legend Tower 109 Nguyễn Tuân,,,3.0,,,,Quận Thanh Xuân,114.0,8.35,2.0,73.24561403508773
Thống Nhất Complex,,,3.0,,,,Quận Thanh Xuân,132.0,8.8,2.0,66.66666666666667
C3 Lê Văn Lương (Golden Palace),,,3.0,,,,Quận Thanh Xuân,98.0,7.8,2.0,79.59183673469387
Hapulico Complex,,,3.0,,,,Quận Thanh Xuân,120.0,7.3,2.0,60.833333333333336
Hei Tower Điện Lực,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,90.0,5.6,2.0,62.22222222222222
Star Tower 283 Khương Trung,Bắc,,3.0,,Đường Khương Trung,Phường Khương Trung,Quận Thanh Xuân,89.0,3.7,2.0,41.57303370786517
Handico Complex,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,80.0,5.2,2.0,65.0
Hapulico Complex,,,3.0,,Đường Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân,99.0,6.7,2.0,67.67676767676768
Hei Tower Điện Lực,,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,90.0,5.3,2.0,58.888888888888886
,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,124.0,9.0,,72.58064516129032
King Palace,,,3.0,,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,100.0,8.2,2.0,82.0
King Palace,,,3.0,,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,114.0,7.5,2.0,65.78947368421052
Rivera Park Hà Nội,,,3.0,,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân,104.0,8.2,2.0,78.84615384615384
Thống Nhất Complex,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,89.0,6.8,2.0,76.40449438202248
Viha Complex,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,93.0,5.49,2.0,59.03225806451613
Handico Complex,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,96.0,6.72,2.0,70.0
Legend Tower 109 Nguyễn Tuân,,,3.0,,,,Quận Thanh Xuân,114.0,8.2,2.0,71.9298245614035
Hei Tower Điện Lực,Đông,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,88.0,6.4,2.0,72.72727272727273
Hei Tower Điện Lực,Đông,,3.0,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,88.0,6.4,2.0,72.72727272727273
57 Vũ Trọng Phụng,,,3.0,,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân,86.0,5.95,2.0,69.18604651162791
The Golden Palm Lê Văn Lương,,,3.0,,,,Quận Thanh Xuân,125.0,9.3,2.0,74.4
Harmony Square,,,3.0,,Đường Nguyễn Tuân,Phường Nhân Chính,Quận Thanh Xuân,124.0,7.4,2.0,59.67741935483871
Riverside Garden,,,3.0,,,,Quận Thanh Xuân,126.0,7.89,2.0,62.61904761904762
Hapulico Complex,,,3.0,,Đường Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân,140.0,8.18,2.0,58.42857142857143
Times Tower - HACC1 Complex Building,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,128.0,8.5,2.0,66.40625
Imperia Garden,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,126.0,9.4,2.0,74.60317460317461
BRG Diamond Residence,,,3.0,,,Phường Nhân Chính,Quận Thanh Xuân,120.0,7.5,2.0,62.5
Golden Land,,,3.0,,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Quận Thanh Xuân,150.0,8.5,2.0,56.666666666666664
90 Nguyễn Tuân,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,96.0,6.8,2.0,70.83333333333333
Five Star Kim Giang,Nam,,3.0,,Đường Kim Giang,Phường Kim Giang,Quận Thanh Xuân,82.0,5.0,2.0,60.97560975609756
Five Star Kim Giang,Nam,,3.0,,Đường Kim Giang,Phường Kim Giang,Quận Thanh Xuân,82.0,5.0,2.0,60.97560975609756
Golden West,,,3.0,,,,Quận Thanh Xuân,82.0,4.0,2.0,48.78048780487805
,,,3.0,,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân,108.0,5.95,,55.092592592592595
,,,3.0,,Đường Khương Đình,Phường Khương Đình,Quận Thanh Xuân,80.0,2.6,2.0,32.5
GoldSeason,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,105.0,7.0,2.0,66.66666666666667
The Golden Palm Lê Văn Lương,,,3.0,,,,Quận Thanh Xuân,100.0,7.9,2.0,79.0
Chung cư Ban cơ yếu Chính phủ,,,3.0,,,Phường Nhân Chính,Quận Thanh Xuân,124.0,7.5,2.0,60.483870967741936
Viha Complex,,,3.0,,,,Quận Thanh Xuân,97.0,7.0,3.0,72.16494845360825
Viha Complex,,,3.0,,,,Quận Thanh Xuân,118.0,9.0,3.0,76.27118644067797
,,,3.0,,,,Quận Thanh Xuân,108.0,4.75,2.0,43.98148148148148
,,,3.0,,Phố Hạ Đình,Phường Hạ Đình,Quận Thanh Xuân,108.0,4.85,2.0,44.907407407407405
Golden Land,,,3.0,,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Quận Thanh Xuân,110.0,6.5,2.0,59.09090909090909
Việt Đức Complex,,,3.0,,Đường Khuất Duy Tiến,Phường Nhân Chính,Quận Thanh Xuân,136.0,5.0,2.0,36.76470588235294
King Palace,,,3.0,,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,100.0,7.85,2.0,78.5
Handi Resco Lê văn Lương,,,3.0,,,,Quận Thanh Xuân,100.0,7.2,2.0,72.0
Golden West,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,95.0,5.35,2.0,56.31578947368421
King Palace,,,3.0,,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,125.0,8.9,2.0,71.2
Cienco1 Hoàng Đạo Thúy,,,3.0,,,,Quận Thanh Xuân,155.0,7.5,3.0,48.38709677419355
Thống Nhất Complex,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,122.0,8.54,2.0,70.0
Việt Đức Complex,,,3.0,,Đường Khuất Duy Tiến,Phường Nhân Chính,Quận Thanh Xuân,138.0,6.5,2.0,47.10144927536232
BRG Diamond Residence,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,120.0,8.6,2.0,71.66666666666667
Thống Nhất Complex,,,3.0,,,,Quận Thanh Xuân,122.0,8.8,2.0,72.1311475409836
Việt Đức Complex,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,93.0,4.5,2.0,48.38709677419355
Handi Resco Lê văn Lương,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,98.0,6.6,2.0,67.34693877551021
90 Nguyễn Tuân,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,92.0,7.0,2.0,76.08695652173913
Imperia Garden,,,3.0,,Đường Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân,120.0,7.8,2.0,65.0
Thống Nhất Complex,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,98.0,6.5,2.0,66.3265306122449
BRG Diamond Residence,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,105.0,9.0,2.0,85.71428571428571
Sakura Tower,,,3.0,,,,Quận Thanh Xuân,100.0,6.5,2.0,65.0
Golden Land,,,3.0,,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Quận Thanh Xuân,145.0,8.0,2.0,55.172413793103445
Thanh Xuân Complex,,,3.0,,Phố Lê Văn Thiêm,Phường Thanh Xuân Trung,Quận Thanh Xuân,102.0,6.5,2.0,63.72549019607843
Hạ Đình Tower,,,3.0,,,,Quận Thanh Xuân,118.0,5.86,2.0,49.66101694915254
Times Tower - HACC1 Complex Building,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,107.0,7.6,2.0,71.02803738317758
Chung cư The Legacy,,,3.0,,Phố Ngụy Như Kon Tum,Phường Thanh Xuân Trung,Quận Thanh Xuân,135.0,7.15,3.0,52.96296296296296
Hapulico Complex,,,3.0,,Đường Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân,140.0,8.2,2.0,58.57142857142857
90 Nguyễn Tuân,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,97.0,6.9,2.0,71.1340206185567
Bohemia Residence,,,3.0,,,,Quận Thanh Xuân,143.0,8.7,2.0,60.83916083916084
Hapulico Complex,,,3.0,,,,Quận Thanh Xuân,120.0,7.3,2.0,60.833333333333336
KĐT Hạ Đình,,,3.0,,,,Quận Thanh Xuân,77.0,3.95,2.0,51.298701298701296
Stellar Garden,,,3.0,,,,Quận Thanh Xuân,95.0,5.8,2.0,61.05263157894737
57 Vũ Trọng Phụng,,,3.0,,,,Quận Thanh Xuân,108.0,5.7,2.0,52.77777777777778
BRG Diamond Residence,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,120.0,9.6,2.0,80.0
BRG Diamond Residence,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,104.0,8.3,2.0,79.8076923076923
Gold Tower,,,3.0,,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Quận Thanh Xuân,120.0,8.0,2.0,66.66666666666667
Việt Đức Complex,,,3.0,,Đường Khuất Duy Tiến,Phường Nhân Chính,Quận Thanh Xuân,110.0,5.0,2.0,45.45454545454545
,,,3.0,,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,85.0,3.8,2.0,44.705882352941174
,,,3.0,,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,85.0,3.8,2.0,44.705882352941174
,,,3.0,,Đường Khương Đình,Phường Thượng Đình,Quận Thanh Xuân,65.0,2.65,2.0,40.76923076923077
Harmony Square,,,3.0,,Đường Nguyễn Tuân,Phường Nhân Chính,Quận Thanh Xuân,91.0,5.2,2.0,57.142857142857146
Stellar Garden,,,3.0,,Phố Lê Văn Thiêm,Phường Thanh Xuân Trung,Quận Thanh Xuân,93.0,5.4,2.0,58.064516129032256
Hei Tower Điện Lực,,,3.0,,,,Quận Thanh Xuân,128.0,7.95,2.0,62.109375
Imperia Garden,,,3.0,,Đường Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân,120.0,6.0,2.0,50.0
Star Tower 283 Khương Trung,,,3.0,,Đường Khương Trung,Phường Khương Trung,Quận Thanh Xuân,86.0,3.5,2.0,40.69767441860465
Việt Đức Complex,,,3.0,,,,Quận Thanh Xuân,101.0,6.8,2.0,67.32673267326733
