duAn,huong,phapLy,noBed,soLau,Street,Precinct,District,acreage_value,price_value,noBathroom
CT2 Xuân Phương,,,2.0,,Đường Xuân Phương,Phường Xuân Phương,Quận Nam Từ Liêm,58.0,3.1,2.0
,,,3.0,,Đường Tân Mai,Phường Tân Mai,Quận Hoàng Mai,80.0,2.9,2.0
Vinhomes Smart City,Đông,,3.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,75.0,5.0,3.0
Golden Field Mỹ Đình,,,2.0,,Đường Nguyễn Cơ Thạch,Phường Cầu Diễn,Quận Nam Từ Liêm,66.0,4.5,2.0
The Miami,,,3.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,75.0,3.85,2.0
Ciputra Hà Nội,,,3.0,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,123.0,7.4,2.0
The Pride,,,3.0,,Đường Tố Hữu,Phường La Khê,Quận Hà Đông,103.0,4.8,3.0
Tây Hà Tower,Bắc,,3.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,116.0,6.7,2.0
Sky City Towers-88 Láng Hạ,,,3.0,,Phố Láng Hạ,Phường Láng Hạ,Quận Đống Đa,150.0,10.0,2.0
Anland LakeView,,,2.0,,,,Quận Hà Đông,74.0,5.0,2.0
Dreamland Bonanza,,,3.0,,,,Quận Nam Từ Liêm,92.0,6.45,2.0
,,,1.0,,,Phường Phương Mai,Quận Đống Đa,28.0,0.6,1.0
Vinhomes Smart City,,,3.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,75.0,3.75,2.0
Vinhomes Symphony Riverside,,,2.0,,,Phường Việt Hưng,Quận Long Biên,55.0,4.0,1.0
The Zei Mỹ Đình,,,,,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm,89.0,7.2,
Vinata Tower,,,3.0,,Đường Khuất Duy Tiến,Phường Trung Hòa,Quận Cầu Giấy,113.0,6.5,2.0
The Emerald CT8 Mỹ Đình,,,2.0,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,81.0,5.4,2.0
Roman Plaza,,,2.0,,Đường Tố Hữu,Phường Đại Mỗ,Quận Nam Từ Liêm,77.0,5.6,2.0
Dream Town,,,3.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,129.0,5.49,3.0
The Emerald CT8 Mỹ Đình,,,2.0,,,,Quận Nam Từ Liêm,81.0,6.13,2.0
Vinhomes Ocean Park Gia Lâm,,,1.0,,,Xã Dương Xá,Huyện Gia Lâm,38.0,2.1,1.0
Mỹ Đình II,,,3.0,,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm,115.0,5.5,2.0
Golden Palace,Bắc,,4.0,,,Phường Mễ Trì,Quận Nam Từ Liêm,141.0,7.7,3.0
Vinhomes Skylake,,,2.0,,,,Quận Nam Từ Liêm,66.0,6.45,2.0
Eco Green City,,,2.0,,Đường Nguyễn Xiển,Xã Tân Triều,Huyện Thanh Trì,75.0,4.7,2.0
TSG Lotus Sài Đồng,,,4.0,,Phố Sài Đồng,Phường Việt Hưng,Quận Long Biên,105.0,5.2,3.0
Ciputra Hà Nội,,,3.0,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,114.0,7.0,2.0
MHD Trung Văn,,,3.0,,,,Quận Nam Từ Liêm,72.0,1.9,2.0
Vinhomes Skylake,,,3.0,,,,Quận Nam Từ Liêm,121.0,9.0,2.0
Golden Field Mỹ Đình,,,3.0,,,Phường Cầu Diễn,Quận Nam Từ Liêm,106.0,6.0,2.0
Ao Sào,,,2.0,,Đường Thịnh Liệt,Phường Thịnh Liệt,Quận Hoàng Mai,54.0,2.9,2.0
The Sun Mễ Trì,,,3.0,,,Phường Mễ Trì,Quận Nam Từ Liêm,81.0,4.5,2.0
Dolphin Plaza,,,3.0,,Phố Trần Bình,Phường Mỹ Đình 2,Quận Nam Từ Liêm,133.0,5.6,2.0
Imperia Smart City,,,2.0,,Đường Đại lộ Thăng Long,Phường Tây Mỗ,Quận Nam Từ Liêm,63.0,3.75,2.0
Feliz Homes,Tây,,2.0,,Đường Đền Lừ,Phường Hoàng Văn Thụ,Quận Hoàng Mai,78.0,4.68,2.0
Central Field Trung Kính,,,2.0,,Phố Trung Kính,Phường Yên Hòa,Quận Cầu Giấy,76.0,4.7,2.0
Sunshine Golden River,,,3.0,,,Phường Phú Thượng,Quận Tây Hồ,141.0,9.99,3.0
Vinhomes West Point,,,1.0,,Đường Đỗ Đức Dục,Phường Mễ Trì,Quận Nam Từ Liêm,36.0,3.85,
Hà Nội Melody Residences,,,2.0,,Đường Bằng Liệt,Phường Hoàng Liệt,Quận Hoàng Mai,85.0,6.0,2.0
A10-A14 Nam Trung Yên,,,2.0,,,Phường Yên Hòa,Quận Cầu Giấy,72.0,5.0,2.0
Mulberry Lane,,,3.0,,,Phường Mỗ Lao,Quận Hà Đông,130.0,6.0,2.0
Cầu Giấy Center Point,,,2.0,,Đường Cầu Giấy,Phường Quan Hoa,Quận Cầu Giấy,75.0,6.0,2.0
King Palace,,,3.0,,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,125.0,9.0,2.0
Bea Sky,,,3.0,,Đường Đại lộ Chu Văn An,Phường Đại Kim,Quận Hoàng Mai,80.0,5.8,3.0
Royal City,,,3.0,,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,130.0,9.9,2.0
Chung cư The Wisteria,,,4.0,,Đường 32,Xã Di Trạch,Huyện Hoài Đức,132.0,7.54,3.0
The Sapphire-Vinhomes Smart City,,,1.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,31.0,1.55,1.0
Mỹ Đình Pearl,,,2.0,,Đường Châu Văn Liêm,Phường Phú Đô,Quận Nam Từ Liêm,79.0,5.8,2.0
The Zei Mỹ Đình,,,2.0,,,,Quận Nam Từ Liêm,93.0,6.53,2.0
The Pride,,,2.0,,Đường Tố Hữu,Phường La Khê,Quận Hà Đông,73.0,3.9,2.0
Goldmark City,,,3.0,,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm,93.0,6.45,2.0
The Miami,,,2.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,61.0,3.6,2.0
The Golden Palm Lê Văn Lương,,,3.0,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,124.0,8.9,2.0
Tây Hồ Residence,,,2.0,,Đường Võ Chí Công,Phường Xuân La,Quận Tây Hồ,76.0,7.0,2.0
An Bình Plaza,,,2.0,,Phố Trần Bình,Phường Mỹ Đình 2,Quận Nam Từ Liêm,60.0,4.3,1.0
Vinhomes Skylake,,,2.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,64.0,6.5,2.0
Mễ Trì Thượng,,,,,Đường Đại lộ Thăng Long,,Quận Nam Từ Liêm,140.0,4.5,
The Miami,,,1.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,46.0,2.4,1.0
Hải Đăng Tower,,,2.0,,Phố Láng Hạ,Phường Láng Hạ,Quận Đống Đa,83.0,8.0,2.0
The Garden Hills - 99 Trần Bình,,,2.0,,,,Quận Nam Từ Liêm,81.0,5.15,2.0
The Zei Mỹ Đình,,,3.0,,,,Quận Nam Từ Liêm,107.0,8.04,2.0
,,,2.0,,Đường Quan Hoa,Phường Quan Hoa,Quận Cầu Giấy,65.0,3.68,1.0
Times City - Park Hill,,,2.0,,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,90.0,7.1,2.0
The Sakura - Vinhomes Smart City,,,3.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,82.0,4.0,2.0
Sun Grand City,,,1.0,,Đường Thụy Khuê,Phường Thụy Khuê,Quận Tây Hồ,56.0,7.3,1.0
The Matrix One,,,2.0,,,,Quận Nam Từ Liêm,88.0,8.6,2.0
X2 Đại Kim,,,,,,,Quận Hoàng Mai,86.0,4.3,
Masteri Water Front,,,3.0,,Đường Quốc Lộ 5B,Xã Đa Tốn,Huyện Gia Lâm,80.0,4.6,2.0
Ngô Thì Nhậm,,,3.0,,Đường Ngô Thì Nhậm,Phường Hà Cầu,Quận Hà Đông,116.0,7.4,2.0
Green Park Trần Thủ Độ,,,2.0,,Đường Trần Thủ Độ,Phường Hoàng Liệt,Quận Hoàng Mai,60.0,3.06,2.0
Ecohome 3,,,2.0,,Đường Tân Xuân,Phường Đông Ngạc,Quận Bắc Từ Liêm,63.0,2.98,2.0
Hyundai Hillstate,,,3.0,,Đường Tô Hiệu,Phường Hà Cầu,Quận Hà Đông,139.0,7.3,2.0
,,,2.0,,,Phường Xuân Phương,Quận Nam Từ Liêm,62.0,2.99,2.0
Seasons Avenue,,,3.0,,,,Quận Hà Đông,112.0,6.55,2.0
Chung cư The Senique Hanoi,,,,,,,Huyện Gia Lâm,90.0,5.7,
HH3 Linh Đàm,,,2.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,63.0,2.5,2.0
Imperia Smart City,,,2.0,,Đường Đại lộ Thăng Long,Phường Tây Mỗ,Quận Nam Từ Liêm,54.0,2.9,1.0
,,,2.0,,Đường Yên Thế,Phường Điện Biên,Quận Ba Đình,35.0,2.45,1.0
Kosmo Tây Hồ,,,3.0,,Đường Xuân La,Phường Xuân Tảo,Quận Bắc Từ Liêm,100.0,8.9,2.0
,,,2.0,,,Phường Nghĩa Đô,Quận Cầu Giấy,55.0,3.68,1.0
Golden Land,,,2.0,,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Quận Thanh Xuân,94.0,5.9,2.0
,Bắc,,3.0,,Phố Bùi Ngọc Dương,Phường Bạch Mai,Quận Hai Bà Trưng,60.0,3.25,2.0
Khu Nhà ở KD Dịch Vọng,,,3.0,,Đường Thành Thái,Phường Dịch Vọng,Quận Cầu Giấy,148.0,8.8,2.0
Seasons Avenue,,,3.0,,,Phường Mỗ Lao,Quận Hà Đông,95.0,6.5,2.0
,,,3.0,,Đường Nguyên Hồng,Phường Láng Hạ,Quận Đống Đa,33.0,4.48,2.0
The Park Home,,,3.0,,,,Quận Cầu Giấy,135.0,10.0,3.0
Dreamland Bonanza,,,3.0,,Đường Duy Tân,Phường Mỹ Đình 2,Quận Nam Từ Liêm,93.0,6.3,2.0
Imperia Smart City,,,3.0,,Đường Đại lộ Thăng Long,Phường Tây Mỗ,Quận Nam Từ Liêm,80.0,4.4,2.0
C37 Bộ Công An - Bắc Hà Tower,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,84.0,4.5,2.0
Pháp Vân Tứ Hiệp,,,2.0,,Đường Trần Thủ Độ,Phường Hoàng Liệt,Quận Hoàng Mai,74.0,3.1,1.0
Ecohome 2,,,2.0,,Đường Tân Xuân,Phường Đông Ngạc,Quận Bắc Từ Liêm,64.0,3.2,2.0
Green Stars,,,2.0,,Đường Phạm Văn Đồng,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,67.0,4.45,2.0
Eco Green City,,,2.0,,Đường Nguyễn Xiển,Xã Tân Triều,Huyện Thanh Trì,67.0,4.0,2.0
Vinhomes Cổ Loa,,,,,,,Huyện Đông Anh,70.0,6.51,
Masteri West Heights,,,2.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,60.0,4.0,
,,,3.0,,Đường Vũ Phạm Hàm,Phường Yên Hòa,Quận Cầu Giấy,93.0,6.45,2.0
Chung cư 345 Đội Cấn,,,2.0,,Đường Đội Cấn,Phường Đội Cấn,Quận Ba Đình,75.0,5.0,2.0
Vinhomes Smart City,,,3.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,106.0,5.0,2.0
Ecohome 3,,,2.0,,Đường Tân Xuân,Phường Đông Ngạc,Quận Bắc Từ Liêm,59.0,2.98,2.0
HUD3 Nguyễn Đức Cảnh,,,3.0,,Đường Nguyễn Đức Cảnh,Phường Tương Mai,Quận Hoàng Mai,96.0,5.9,2.0
30 Phạm Văn Đồng,,,2.0,,,,Quận Cầu Giấy,63.0,3.78,2.0
Florence Mỹ Đình,Bắc,,2.0,,Đường Trần Hữu Dực,Phường Cầu Diễn,Quận Nam Từ Liêm,83.0,5.2,2.0
Kim Văn Kim Lũ,,,2.0,,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,65.0,2.35,
Imperia Smart City,,,1.0,,Đường Đại lộ Thăng Long,Phường Tây Mỗ,Quận Nam Từ Liêm,43.0,2.5,1.0
,,,3.0,,Đường Nguyễn Hữu Thọ,Phường Hoàng Liệt,Quận Hoàng Mai,78.0,4.15,2.0
Home City - Trung Kính Complex,,,2.0,,,,Quận Cầu Giấy,70.0,5.0,2.0
C14 - Bộ Công An,,,2.0,,,,Quận Nam Từ Liêm,82.0,4.3,2.0
Tòa Tháp Thiên Niên Kỷ,,,2.0,,Đường Quang Trung,Phường Yết Kiêu,Quận Hà Đông,69.0,3.83,2.0
Hinode City,,,2.0,,,,Quận Hai Bà Trưng,80.0,6.0,2.0
,,,3.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,76.0,5.7,2.0
Sunrise Building 3,,,3.0,,,,Quận Long Biên,122.0,4.4,2.0
The Zenpark,,,3.0,,Đường Đông Dư,,Huyện Gia Lâm,86.0,4.62,2.0
,,,2.0,,Phố Trần Quý Kiên,Phường Dịch Vọng,Quận Cầu Giấy,65.0,3.89,1.0
The Canopy Residences - Vinhomes Smart City,,,3.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,80.0,5.5,
Khai Sơn City,,,3.0,,,Phường Ngọc Thụy,Quận Long Biên,96.0,6.3,2.0
Tây Hồ River View,,,3.0,,Phố Thượng Thụy,Phường Phú Thượng,Quận Tây Hồ,91.0,5.5,2.0
Lancaster Luminaire,,,1.0,,,,Quận Đống Đa,45.0,4.13,1.0
,,,2.0,,Đường Khuất Duy Tiến,Phường Nhân Chính,Quận Thanh Xuân,71.0,3.9,1.0
M3 - M4 Nguyễn Chí Thanh,,,3.0,,Đường Nguyễn Chí Thanh,Phường Láng Hạ,Quận Đống Đa,125.0,8.6,2.0
C14 - Bộ Công An,,,3.0,,,,Quận Nam Từ Liêm,107.0,5.0,2.0
Thống Nhất Complex,,,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,93.0,6.0,2.0
Masteri West Heights,,,2.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,43.0,2.85,1.0
CT1 Trung Văn - Vinaconex 3,,,,,,,Quận Nam Từ Liêm,65.0,3.7,
Masteri West Heights,,,2.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,64.0,4.5,2.0
The Park Home,,,2.0,,,,Quận Cầu Giấy,80.0,6.4,2.0
Home City - Trung Kính Complex,,,3.0,,,,Quận Cầu Giấy,95.0,6.7,2.0
Vinhomes Smart City,,,2.0,,,,Quận Nam Từ Liêm,54.0,3.5,
The Canopy Residences - Vinhomes Smart City,,,3.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,80.0,5.5,2.0
Sunshine City,,,3.0,,,Phường Đông Ngạc,Quận Bắc Từ Liêm,90.0,6.5,2.0
Vinhomes D'Capitale,,,3.0,,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,86.0,7.4,2.0
C37 Bộ Công An - Bắc Hà Tower,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,95.0,5.2,2.0
Discovery Complex,Tây,,2.0,,Đường Cầu Giấy,Phường Dịch Vọng,Quận Cầu Giấy,100.0,6.0,2.0
VP4 Linh Đàm,,,2.0,,Đường Nguyễn Duy Trinh,Phường Hoàng Liệt,Quận Hoàng Mai,87.0,4.09,2.0
Mulberry Lane,,,4.0,,,Phường Mỗ Lao,Quận Hà Đông,121.0,8.7,2.0
Tây Hồ River View,,,3.0,,Phố Thượng Thụy,Phường Phú Thượng,Quận Tây Hồ,92.0,5.15,2.0
The Garden Hills - 99 Trần Bình,,,2.0,,Phố Trần Bình,Phường Mỹ Đình 2,Quận Nam Từ Liêm,80.0,4.4,2.0
Sun Square,,,3.0,,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm,90.0,6.2,2.0
93 Lò Đúc - Kinh Đô Tower,,,2.0,,Phố Lò Đúc,Phường Phạm Đình Hổ,Quận Hai Bà Trưng,115.0,8.7,2.0
Imperia Smart City,,,2.0,,,,Quận Nam Từ Liêm,64.0,3.9,2.0
CT2 Trung Văn Viettel Hancic,,,3.0,,,,Quận Nam Từ Liêm,130.0,7.0,2.0
Capital Elite,,,3.0,,,,Quận Nam Từ Liêm,127.0,9.0,2.0
The Sparks,,,3.0,,Đường Tố Hữu,Phường Dương Nội,Quận Hà Đông,80.0,3.9,2.0
25 Tân Mai,Tây,,3.0,,,,Quận Hoàng Mai,123.0,6.5,2.0
,,,2.0,,Đường Nguyễn Trãi,Phường Hạ Đình,Quận Thanh Xuân,54.0,2.55,2.0
Imperia Smart City,,,3.0,,,,Quận Nam Từ Liêm,75.0,4.3,2.0
Masteri West Heights,,,3.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,81.0,4.92,2.0
54 Hạ Đình,,,3.0,,Phố Hạ Đình,Phường Thanh Xuân Trung,Quận Thanh Xuân,90.0,4.4,2.0
VP7 Linh Đàm,,,2.0,,,Phường Hoàng Liệt,Quận Hoàng Mai,72.0,4.3,2.0
Masteri West Heights,,,3.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,81.0,5.1,2.0
Ecolife Capitol,,,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,110.0,5.5,2.0
A10-A14 Nam Trung Yên,,,2.0,,,,Quận Cầu Giấy,75.0,4.4,2.0
Mipec Rubik 360,,,2.0,,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,77.0,7.6,2.0
Vinhomes Cổ Loa,,,2.0,,Đường Cổ Loa,Xã Đông Hội,Huyện Đông Anh,65.0,6.32,
Chung cư The Wisteria,,,3.0,,,,Huyện Hoài Đức,132.0,7.42,3.0
A10-A14 Nam Trung Yên,,,3.0,,,,Quận Cầu Giấy,95.0,6.9,2.0
HH3 Linh Đàm,Tây,,2.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,58.0,2.5,2.0
Imperia Sola Park,,,2.0,,,,Quận Nam Từ Liêm,64.0,4.85,2.0
Mỹ Đình Plaza 2,,,3.0,,,,Quận Nam Từ Liêm,105.0,6.0,2.0
Hà Nội Paragon,,,2.0,,Đường Duy Tân,Phường Dịch Vọng Hậu,Quận Cầu Giấy,90.0,7.0,2.0
Mỹ Đình Plaza 2,Đông,,3.0,,,,Quận Nam Từ Liêm,104.0,6.3,2.0
Vinhomes Metropolis - Liễu Giai,,,1.0,,,,Quận Ba Đình,60.0,8.2,1.0
The Miami,,,2.0,,,,Quận Nam Từ Liêm,64.0,4.05,2.0
Vinhomes Smart City,,,2.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,55.0,2.95,1.0
BID Residence,,,2.0,,Đường Tố Hữu,Phường La Khê,Quận Hà Đông,84.0,2.27,2.0
The Two Residence - Gamuda Garden,,,1.0,,Đường Pháp Vân,Phường Yên Sở,Quận Hoàng Mai,79.0,5.0,
Kim Văn Kim Lũ,,,3.0,,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,103.0,5.6,2.0
Eco Green City,,,2.0,,Đường Nguyễn Xiển,Xã Tân Triều,Huyện Thanh Trì,55.0,3.5,1.0
Golden Park Tower,,,3.0,,Đường Phạm Văn Bạch,Phường Yên Hòa,Quận Cầu Giấy,115.0,8.0,2.0
Nam Trung Yên,,,3.0,,Đường Phạm Hùng,Phường Trung Hòa,Quận Cầu Giấy,71.0,4.4,2.0
Cầu Giấy Center Point,,,3.0,,,,Quận Cầu Giấy,127.0,8.5,3.0
Hope Residence,,,2.0,,Đường Chu Huy Mân,Phường Phúc Đồng,Quận Long Biên,70.0,3.15,2.0
Central Field Trung Kính,,,2.0,,,,Quận Cầu Giấy,70.0,4.7,2.0
Lancaster Luminaire,,,2.0,,Đường Láng,Phường Láng Thượng,Quận Đống Đa,92.0,9.11,2.0
Imperia Smart City,,,1.0,,Đường Đại lộ Thăng Long,Phường Tây Mỗ,Quận Nam Từ Liêm,32.0,1.7,1.0
Mỹ Đình Plaza 2,,,2.0,,,,Quận Nam Từ Liêm,68.0,4.19,2.0
Vinhomes Ocean Park Gia Lâm,,,1.0,,Đường Ngọc Trai 6,Xã Dương Xá,Huyện Gia Lâm,43.0,2.2,1.0
An Bình Plaza,,,3.0,,Phố Trần Bình,Phường Mỹ Đình 2,Quận Nam Từ Liêm,95.0,6.0,2.0
Eco Green City,,,2.0,,Đường Nguyễn Xiển,Xã Tân Triều,Huyện Thanh Trì,75.0,4.0,2.0
The Park Home,,,2.0,,Đường Thành Thái,Phường Dịch Vọng,Quận Cầu Giấy,75.0,6.0,2.0
789 Bộ Tổng Tham Mưu - BQP,Nam,,3.0,,Đường Nhân Mỹ,Phường Mỹ Đình 1,Quận Nam Từ Liêm,87.0,4.2,2.0
Masteri West Heights,,,2.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,64.0,4.0,
The Garden Hills - 99 Trần Bình,,,2.0,,Phố Trần Bình,Phường Mỹ Đình 2,Quận Nam Từ Liêm,66.0,4.2,2.0
Imperia Smart City,,,2.0,,Đường Đại lộ Thăng Long,Phường Tây Mỗ,Quận Nam Từ Liêm,64.0,3.3,2.0
Vinhomes Skylake,,,3.0,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,95.0,8.3,2.0
Lumi Hanoi,,,1.0,,Đường Đại lộ Thăng Long,Phường Tây Mỗ,Quận Nam Từ Liêm,42.0,3.46,1.0
Golden Park Tower,,,3.0,,Đường Phạm Văn Bạch,Phường Yên Hòa,Quận Cầu Giấy,95.0,7.0,2.0
Hà Nội Melody Residences,,,2.0,,Đường Bằng Liệt,Phường Hoàng Liệt,Quận Hoàng Mai,68.0,3.33,2.0
The Miami,,,3.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,80.0,4.5,2.0
Amber Riverside,,,3.0,,,,Quận Hai Bà Trưng,106.0,8.2,2.0
,,,3.0,,Đường Lạc Long Quân,Phường Xuân La,Quận Tây Hồ,121.0,6.9,2.0
Riverside Garden,Bắc,,3.0,,Phố Vũ Tông Phan,Phường Khương Đình,Quận Thanh Xuân,126.0,7.6,2.0
Chung cư The Senique Hanoi,,,2.0,,,Xã Dương Xá,Huyện Gia Lâm,54.0,3.67,1.0
The Garden Hills - 99 Trần Bình,,,2.0,,,,Quận Nam Từ Liêm,65.0,4.0,2.0
Eco Dream,,,3.0,,,Xã Tân Triều,Huyện Thanh Trì,150.0,9.38,3.0
Vinhomes Smart City,,,3.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,93.0,4.8,2.0
Sky Central,,,2.0,,,,Quận Hoàng Mai,65.0,3.9,2.0
The Beverly - Vinhomes Ocean Park,,,1.0,,,Xã Đa Tốn,Huyện Gia Lâm,32.0,1.85,1.0
N01-T5 Ngoại Giao Đoàn,,,3.0,,,Phường Xuân Tảo,Quận Bắc Từ Liêm,102.0,8.49,2.0
Eco City Việt Hưng,,,3.0,,,Phường Giang Biên,Quận Long Biên,79.0,4.1,2.0
Xuân Mai Riverside,,,2.0,,Đường Thanh Bình,Phường Mỗ Lao,Quận Hà Đông,76.0,3.9,2.0
Vinhomes Ocean Park Gia Lâm,,,2.0,,,,Huyện Gia Lâm,53.0,2.9,2.0
Dreamland Bonanza,,,2.0,,Đường Duy Tân,Phường Mỹ Đình 2,Quận Nam Từ Liêm,73.0,5.5,2.0
Hà Nội Paragon,,,2.0,,,,Quận Cầu Giấy,89.0,5.0,2.0
GoldSilk Complex,,,3.0,,Phố Cầu Am,Phường Vạn Phúc,Quận Hà Đông,127.0,5.7,2.0
Mỹ Đình Plaza 2,Nam,,2.0,,Đường Nguyễn Hoàng,Phường Mỹ Đình 2,Quận Nam Từ Liêm,72.0,4.3,2.0
Seasons Avenue,,,3.0,,,Phường Mỗ Lao,Quận Hà Đông,112.0,6.5,2.0
Samsora Premier,,,3.0,,Đường Chu Văn An,Phường Yết Kiêu,Quận Hà Đông,82.0,4.6,2.0
,,,3.0,,Phố Doãn Kế Thiện,Phường Mai Dịch,Quận Cầu Giấy,87.0,3.5,2.0
CT3 Cổ Nhuế,Đông,,2.0,,Đường Phạm Văn Đồng,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,96.0,5.57,2.0
Vinhomes Cổ Loa,,,2.0,,,,Huyện Đông Anh,65.0,4.8,2.0
Roman Plaza,,,2.0,,Đường Tố Hữu,Phường Đại Mỗ,Quận Nam Từ Liêm,70.0,4.6,2.0
Iris Garden,,,3.0,,Đường Trần Hữu Dực,,Quận Nam Từ Liêm,133.0,5.98,2.0
Đại Thanh,,,1.0,,Đường Phan Trọng Tuệ,Xã Tả Thanh Oai,Huyện Thanh Trì,45.0,2.08,1.0
HH4 Linh Đàm,Nam,,1.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,46.0,1.87,1.0
,,,2.0,,Đường Nguyễn Khánh Toàn,Phường Nghĩa Đô,Quận Cầu Giấy,55.0,3.68,1.0
Chung cư The Senique Hanoi,,,1.0,,,Xã Dương Xá,Huyện Gia Lâm,42.0,2.87,1.0
Packexim,,,2.0,,,,Quận Tây Hồ,72.0,4.1,2.0
Le Grand Jardin Sài Đồng,,,2.0,,Đường Huỳnh Văn Nghệ,Phường Sài Đồng,Quận Long Biên,85.0,5.0,2.0
Watermark Tây Hồ,,,2.0,,Đường Lạc Long Quân,Phường Nghĩa Đô,Quận Cầu Giấy,83.0,8.3,2.0
An Bình City,,,2.0,,Đường Phạm Văn Đồng,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,75.0,5.5,2.0
,,,2.0,,Đường Tây Kết,Phường Bạch Đằng,Quận Hai Bà Trưng,46.0,3.5,2.0
Roman Plaza,,,2.0,,,,Quận Nam Từ Liêm,70.0,4.4,2.0
Resco Cổ Nhuế,,,3.0,,Đường Phạm Văn Đồng,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,142.0,5.71,2.0
The Vesta,,,3.0,,Đường 21B,Phường Phú Lãm,Quận Hà Đông,69.0,2.85,2.0
Usilk City,,,2.0,,Đường Tố Hữu,Phường La Khê,Quận Hà Đông,88.0,4.0,2.0
Vinhomes Ocean Park Gia Lâm,Đông,,2.0,,,,Huyện Gia Lâm,118.0,10.0,2.0
Eco Lake View,Tây,,3.0,,Đường Đại Từ,Phường Đại Kim,Quận Hoàng Mai,103.0,5.6,2.0
,,,3.0,,,Phường Hoàng Văn Thụ,Quận Hoàng Mai,71.0,3.83,2.0
Samsora Premier,Bắc,,2.0,,,,Quận Hà Đông,70.0,4.4,2.0
Bình Minh Garden,,,3.0,,Đường Đức Giang,Phường Đức Giang,Quận Long Biên,97.0,5.3,2.0
Osaka Complex,,,2.0,,,Phường Hoàng Liệt,Quận Hoàng Mai,58.0,3.0,1.0
Hateco Hoàng Mai,,,3.0,,,Phường Yên Sở,Quận Hoàng Mai,60.0,3.1,2.0
Khu Nhà ở KD Dịch Vọng,,,3.0,,Đường Thành Thái,Phường Dịch Vọng,Quận Cầu Giấy,110.0,7.0,2.0
Mailand Hanoi City,Đông,,2.0,,Đường Đại lộ Thăng Long,Xã An Khánh,Huyện Hoài Đức,110.0,5.8,2.0
Hoàng Thành Pearl,,,3.0,,Đường Nguyễn Văn Giáp,Phường Cầu Diễn,Quận Nam Từ Liêm,80.0,6.2,2.0
