duAn,huong,phapLy,noBed,soLau,Street,Precinct,District,City,acreage_value,acreage_unit,price_value,price_unit,noBathroom
The Zurich - Vinhomes Ocean Park,,,2,,,Xã Đa Tốn,Huyện Gia Lâm,Hà Nội,54.0,m2,3.09,tỷ,2
Eco City Việt Hưng,,,2,,,Phường Giang Biên,Quận Long Biên,Hà Nội,73.0,m2,3.63,tỷ,2
Vinhomes Ocean Park Gia Lâm,,,3,,,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,80.0,m2,3.45,tỷ,2
Trung Yên Plaza,,,3,,Đường Trung Yên 11,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,192.0,m2,,tỷ,3
Seasons Avenue,,,3,,,Phường Mỗ Lao,Quận Hà Đông,Hà Nội,95.0,m2,6.2,tỷ,2
Trung Hòa Nhân Chính,,,3,,Phố Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,107.0,m2,6.7,tỷ,2
Mê Linh - Thanh Lâm - Đại Thịnh,,,,,Đường 23B Xã Đại Thịnh,,Huyện Mê Linh,Hà Nội,54.0,m2,16.0,tỷ,
Cầu Giấy Center Point,,,3,,Đường Cầu Giấy,Phường Quan Hoa,Quận Cầu Giấy,Hà Nội,127.0,m2,,tỷ,2
Sunshine Garden,,,1,,Đường Dương Văn Bé,Phường Vĩnh Tuy,Quận Hai Bà Trưng,Hà Nội,46.0,m2,3.6,tỷ,1
Mipec City View,,,2,,,Phường Kiến Hưng,Quận Hà Đông,Hà Nội,77.0,m2,,tỷ,1
ĐTM Dịch Vọng,,,3,,,,Quận Cầu Giấy,Hà Nội,100.0,m2,6.2,tỷ,2
Park Kiara,Đông,,2,,Đường Lê Trọng Tấn,Phường La Khê,Quận Hà Đông,Hà Nội,82.0,m2,6.55,tỷ,2
Vinhomes Ocean Park Gia Lâm,,,1,,,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,31.0,m2,1.6,tỷ,1
KĐT Xa La,,,2,,Phố Phùng Hưng,Phường Phúc La,Quận Hà Đông,Hà Nội,68.0,m2,3.22,tỷ,2
Summit Building,,,2,,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,86.0,m2,,tỷ,2
Khai Sơn City,,,2,,,,Quận Long Biên,Hà Nội,77.0,m2,5.1,tỷ,2
Sky Light,,,3,,Đường Minh Khai,Phường Minh Khai,Quận Hai Bà Trưng,Hà Nội,108.0,m2,6.6,tỷ,2
Nhà ở xã hội @Home,Đông,,2,,Đường Tam Trinh,Phường Yên Sở,Quận Hoàng Mai,Hà Nội,46.0,m2,2.48,tỷ,1
AZ Sky,,,2,,,Phường Định Công,Quận Hoàng Mai,Hà Nội,70.0,m2,4.45,tỷ,2
Gamuda Gardens,,,,,,,Quận Hoàng Mai,Hà Nội,67.0,m2,4.0,tỷ,
BRG Diamond Residence,,,3,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,120.0,m2,,tỷ,2
Vinhomes Ocean Park Gia Lâm,,,1,,Đường 5,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,47.0,m2,2.1,tỷ,1
Thăng Long Number One,,,3,,,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,116.0,m2,6.96,tỷ,2
30 Phạm Văn Đồng,,,2,,Đường Phạm Văn Đồng,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,68.0,m2,3.8,tỷ,2
ĐTM Dịch Vọng,,,2,,,,Quận Cầu Giấy,Hà Nội,65.0,m2,4.0,tỷ,1
Vinhomes Ocean Park Gia Lâm,,,2,,Đường 5,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,60.0,m2,2.5,tỷ,1
ĐTM Dịch Vọng,,,3,,,Phường Dịch Vọng,Quận Cầu Giấy,Hà Nội,95.0,m2,5.35,tỷ,2
Vinhomes Ocean Park Gia Lâm,,,2,,,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,60.0,m2,2.6,tỷ,1
Ha Do Park View,Bắc,,3,,Đường Thành Thái,Phường Dịch Vọng,Quận Cầu Giấy,Hà Nội,93.0,m2,,tỷ,2
BRG Diamond Residence,,,4,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,151.0,m2,12.9,tỷ,3
Vinhomes Ocean Park Gia Lâm,,,2,,,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,60.0,m2,2.59,tỷ,1
The Manor,,,3,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,193.0,m2,12.5,tỷ,
Watermark Tây Hồ,,,5,,Đường Lạc Long Quân,Phường Nghĩa Đô,Quận Cầu Giấy,Hà Nội,310.0,m2,38.75,tỷ,
Mipec Rubik 360,,,2,,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,76.0,m2,,tỷ,2
MIPEC Towers,,,4,,Đường Tây Sơn,Phường Trung Liệt,Quận Đống Đa,Hà Nội,250.0,m2,27.0,tỷ,4
Summit Building,,,2,,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,86.0,m2,5.9,tỷ,2
BRG Diamond Residence,,,3,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,144.0,m2,13.0,tỷ,3
ĐTM Dịch Vọng,,,2,,Đường Thành Thái,Phường Dịch Vọng,Quận Cầu Giấy,Hà Nội,90.0,m2,5.8,tỷ,2
Indochina Plaza,,,3,,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,145.0,m2,,tỷ,2
The Golden Palm Lê Văn Lương,,,2,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,83.0,m2,5.95,tỷ,2
Times City - Park Hill,,,4,,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,Hà Nội,145.0,m2,,tỷ,3
Home City - Trung Kính Complex,,,2,,Phố Trung Kính,Phường Yên Hòa,Quận Cầu Giấy,Hà Nội,70.0,m2,5.0,tỷ,2
,,,2,,Đường Nguyễn Quốc Trị,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,57.0,m2,4.1,tỷ,1
Hà Nội Paragon,Đông,,2,,,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,89.0,m2,5.6,tỷ,2
Summit Building,,,3,,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,114.0,m2,,tỷ,2
Handi Resco Lê văn Lương,,,4,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,170.0,m2,13.5,tỷ,3
Summit Building,,,3,,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,101.0,m2,6.46,tỷ,2
Mỹ Đình Plaza 2,,,2,,,,Quận Nam Từ Liêm,Hà Nội,68.0,m2,4.09,tỷ,2
N04 Trần Duy Hưng,,,3,,Phố Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,156.0,m2,9.0,tỷ,3
BRG Diamond Residence,,,3,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,105.0,m2,88.0,triệu,2
Mỹ Đình Plaza 2,,,2,,,,Quận Nam Từ Liêm,Hà Nội,68.0,m2,4.2,tỷ,2
The Golden Palm Lê Văn Lương,,,2,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,81.0,m2,6.15,tỷ,2
Royal City,,,2,,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,Hà Nội,70.0,m2,5.6,tỷ,2
Mon City - Hải Đăng City,,,2,,Đường Hàm Nghi,Phường Mỹ Đình 2,Quận Nam Từ Liêm,Hà Nội,67.0,m2,4.9,tỷ,2
Mipec Rubik 360,,,2,,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,55.0,m2,5.5,tỷ,1
BRG Diamond Residence,,,3,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,144.0,m2,,tỷ,3
KĐT Mễ Trì Hạ,,,,,,,Quận Nam Từ Liêm,Hà Nội,68.0,m2,,tỷ,
Ecolife Capitol,,,3,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,Hà Nội,110.0,m2,6.1,tỷ,2
,,,2,,Phố Tôn Đức Thắng,Phường Hàng Bột,Quận Đống Đa,Hà Nội,60.0,m2,2.95,tỷ,
Iris Garden,,,3,,Đường Trần Hữu Dực,Phường Cầu Diễn,Quận Nam Từ Liêm,Hà Nội,135.0,m2,6.7,tỷ,2
Golden Palace,,,3,,,Phường Mễ Trì,Quận Nam Từ Liêm,Hà Nội,104.0,m2,7.0,tỷ,2
Ecolife Capitol,,,3,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,Hà Nội,110.0,m2,6.5,tỷ,2
Intracom1,,,3,,,Phường Trung Văn,Quận Nam Từ Liêm,Hà Nội,118.0,m2,5.1,tỷ,2
Vinhomes Nguyễn Chí Thanh,,,2,,Đường Nguyễn Chí Thanh,Phường Láng Hạ,Quận Đống Đa,Hà Nội,86.0,m2,6.8,tỷ,2
The Matrix One,,,2,,Đường Lê Quang Đạo,Phường Mễ Trì,Quận Nam Từ Liêm,Hà Nội,87.0,m2,5.5,tỷ,2
187 Tây Sơn,,,3,,Đường Tây Sơn,Phường Quang Trung,Quận Đống Đa,Hà Nội,133.0,m2,9.3,tỷ,2
Sông Hồng Park View,,,3,,Phố Thái Hà,Phường Láng Hạ,Quận Đống Đa,Hà Nội,110.0,m2,6.5,tỷ,2
Phenikaa Hòa Lạc,,,2,,,Xã Thạch Hòa,Huyện Thạch Thất,Hà Nội,57.0,m2,1.53,tỷ,1
,,,1,10,Đường Bằng A,,,Hà Nội,54.0,m2,3.67,tỷ,2
Phenikaa Hòa Lạc,,,1,,,Xã Thạch Hòa,Huyện Thạch Thất,Hà Nội,44.0,m2,1.19,tỷ,1
Phenikaa Hòa Lạc,,,1,,,Xã Thạch Hòa,Huyện Thạch Thất,Hà Nội,45.0,m2,1.2,tỷ,1
Nam Xa la,,,2,,,Phường Phúc La,Quận Hà Đông,Hà Nội,81.0,m2,3.5,tỷ,2
Văn Khê,,,3,,,Phường La Khê,Quận Hà Đông,Hà Nội,140.0,m2,4.6,tỷ,2
KĐT Xa La,,,2,,Phố Phùng Hưng,Phường Phúc La,Quận Hà Đông,Hà Nội,72.0,m2,3.2,tỷ,2
Nam Xa la,,,2,,,Phường Phúc La,Quận Hà Đông,Hà Nội,55.0,m2,1.98,tỷ,1
New Skyline,,,3,,Đường 19/5,Phường Văn Quán,Quận Hà Đông,Hà Nội,145.0,m2,,tỷ,2
,,,1,,Đường 70,Phường Phúc La,Quận Hà Đông,Hà Nội,36.0,m2,950.0,triệu,1
Văn Phú Victoria,,,3,,Đường Lê Trọng Tấn,Phường Phú La,Quận Hà Đông,Hà Nội,120.0,m2,,tỷ,2
,,,,,Đường Đại lộ Thăng Long Xã Vân Côn,,Huyện Hoài Đức,Hà Nội,80.0,m2,3.15,tỷ,
,,,,,Phố Doãn Kế Thiện,Phường Mai Dịch,Quận Cầu Giấy,Hà Nội,75.0,m2,22.5,tỷ,
,,,2,,Đường Thịnh Liệt,Phường Thịnh Liệt,Quận Hoàng Mai,Hà Nội,70.0,m2,3.0,tỷ,
Gelexia Riverside,,,2,,,,Quận Hoàng Mai,Hà Nội,68.0,m2,3.99,tỷ,2
VP3 Linh Đàm,,,2,,,,Quận Hoàng Mai,Hà Nội,72.0,m2,4.25,tỷ,2
HH1 Linh Đàm,,,,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,60.0,m2,2.3,tỷ,
The Sparks,,,3,,,Phường Dương Nội,Quận Hà Đông,Hà Nội,107.0,m2,,tỷ,2
The Pride,,,3,,,,Quận Hà Đông,Hà Nội,95.0,m2,4.65,tỷ,2
The Sparks,,,2,,,Phường Dương Nội,Quận Hà Đông,Hà Nội,81.0,m2,,tỷ,2
Kosmo Tây Hồ,,,2,,Đường Xuân La,Phường Xuân Tảo,Quận Bắc Từ Liêm,Hà Nội,80.0,m2,6.0,tỷ,2
Thành Phố Giao Lưu,,,2,,,,Quận Bắc Từ Liêm,Hà Nội,83.0,m2,4.2,tỷ,2
The Sparks,,,2,,,Phường Dương Nội,Quận Hà Đông,Hà Nội,83.0,m2,,tỷ,2
Heritage West Lake,Tây,,4,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,180.0,m2,23.25,tỷ,3
Viha Complex,,,3,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,97.0,m2,,tỷ,2
ĐTM Dịch Vọng,,,3,,,,Quận Cầu Giấy,Hà Nội,102.0,m2,6.9,tỷ,2
Trung Hòa Nhân Chính,,,3,,Phố Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,122.0,m2,,tỷ,2
The Artemis,,,2,,Đường Lê Trọng Tấn,Phường Khương Mai,Quận Thanh Xuân,Hà Nội,80.0,m2,6.0,tỷ,2
The Nine,Tây,,2,,Đường Phạm Văn Đồng,Phường Mai Dịch,Quận Cầu Giấy,Hà Nội,75.0,m2,5.0,tỷ,2
Royal City,Tây,,3,,,,Quận Thanh Xuân,Hà Nội,117.0,m2,12.0,tỷ,2
Trung Hòa Nhân Chính,,,3,,Phố Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,152.0,m2,,tỷ,2
,,,2,,Đường Cầu Giấy,Phường Dịch Vọng,Quận Cầu Giấy,Hà Nội,55.0,m2,3.0,tỷ,1
Discovery Central,,,1,,Đường Trần Phú,Phường Điện Biên,Quận Ba Đình,Hà Nội,52.0,m2,4.6,tỷ,1
ĐTM Dịch Vọng,,,2,,,,Quận Cầu Giấy,Hà Nội,64.0,m2,4.4,tỷ,1
,,,,,Phố Nguyễn Ngọc Vũ,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,42.0,m2,7.5,tỷ,
BRG Diamond Residence,,,3,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,120.0,m2,10.6,tỷ,2
The One Residence - Gamuda Garden,,,3,,Đường Pháp Vân,Phường Yên Sở,Quận Hoàng Mai,Hà Nội,65.0,m2,3.75,tỷ,2
Moonlight 1 - An Lạc Green Symphony,,,2,,,Xã Vân Canh,Huyện Hoài Đức,Hà Nội,66.0,m2,4.2,tỷ,
Mỹ Đình Pearl,,,3,,,Phường Phú Đô,Quận Nam Từ Liêm,Hà Nội,94.0,m2,8.0,tỷ,2
Mỹ Đình Pearl,Tây,,2,,,Phường Phú Đô,Quận Nam Từ Liêm,Hà Nội,73.0,m2,,tỷ,2
FLC Landmark Tower,,,3,,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm,Hà Nội,153.0,m2,6.88,tỷ,2
Imperia Sola Park,,,3,,,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội,75.0,m2,5.03,tỷ,2
Golden Palace,Bắc,,3,,,Phường Mễ Trì,Quận Nam Từ Liêm,Hà Nội,118.0,m2,5.5,tỷ,2
Vinhomes Smart City,,,3,,Đường Đại lộ Thăng Long,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội,64.0,m2,3.95,tỷ,2
Mỹ Đình II,,,3,,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm,Hà Nội,112.0,m2,6.6,tỷ,2
Masteri West Heights,,,2,,,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội,60.0,m2,5.0,tỷ,
Vinhomes Skylake,,,3,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,91.0,m2,,tỷ,2
The Emerald CT8 Mỹ Đình,,,4,,,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,141.0,m2,,tỷ,3
Iris Garden,,,3,,Đường Trần Hữu Dực,Phường Cầu Diễn,Quận Nam Từ Liêm,Hà Nội,131.0,m2,7.0,tỷ,2
Keangnam,,,3,,Đường Phạm Hùng,Phường Mễ Trì,Quận Nam Từ Liêm,Hà Nội,126.0,m2,9.0,tỷ,2
Mỹ Đình Plaza 2,,,3,,,,Quận Nam Từ Liêm,Hà Nội,104.0,m2,6.3,tỷ,2
,,,2,,Phố Quỳnh Mai,Phường Quỳnh Mai,Quận Hai Bà Trưng,Hà Nội,65.0,m2,3.28,tỷ,2
Sunshine Garden,Đông,,4,,Đường Dương Văn Bé,Phường Vĩnh Tuy,Quận Hai Bà Trưng,Hà Nội,140.0,m2,8.4,tỷ,3
,,,2,,Đường Minh Khai,Phường Minh Khai,Quận Hai Bà Trưng,Hà Nội,75.0,m2,4.45,tỷ,2
Vinhomes Symphony Riverside,,,3,,Phố Việt Hưng,Phường Việt Hưng,Quận Long Biên,Hà Nội,120.0,m2,12.9,tỷ,2
Việt Hưng,,,2,,Phố Việt Hưng,Phường Giang Biên,Quận Long Biên,Hà Nội,71.0,m2,2.8,tỷ,1
Mipec Riverside,,,4,,Đường Long Biên,Phường Ngọc Lâm,Quận Long Biên,Hà Nội,230.0,m2,19.0,tỷ,4
Đồng Phát Park View Tower,,,2,,,,Quận Hoàng Mai,Hà Nội,75.0,m2,3.98,tỷ,2
,,,2,,,Phường Thịnh Liệt,Quận Hoàng Mai,Hà Nội,59.0,m2,2.8,tỷ,1
HH2 Linh Đàm,,,2,,,,Quận Hoàng Mai,Hà Nội,66.0,m2,2.58,tỷ,2
,,,,,Đường ĐT 427B Thị trấn Thường Tín,,Thị Trấn Thường Tín,Hà Nội,87.0,m2,10.0,tỷ,
Hei Tower Điện Lực,,,3,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,90.0,m2,6.3,tỷ,2
,,,3,,,,Quận Thanh Xuân,Hà Nội,153.0,m2,9.0,tỷ,
HPC Landmark 105,,,4,,,,Quận Hà Đông,Hà Nội,143.0,m2,6.98,tỷ,3
FLC Green Apartment,,,2,,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm,Hà Nội,45.0,m2,2.1,tỷ,2
Ecolife Capitol,,,1,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,Hà Nội,37.0,m2,2.1,tỷ,1
Tecco Garden,,,4,,,Xã Tứ Hiệp,Huyện Thanh Trì,Hà Nội,127.0,m2,,tỷ,3
Tecco Garden,Đông,,4,,,Xã Tứ Hiệp,Huyện Thanh Trì,Hà Nội,148.0,m2,,tỷ,3
Thành Phố Giao Lưu,,,2,,,,Quận Bắc Từ Liêm,Hà Nội,70.0,m2,3.95,tỷ,2
,,,3,,Đường Phạm Văn Đồng,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,Hà Nội,110.0,m2,4.8,tỷ,2
N01-T8 Ngoại Giao Đoàn,Đông,,4,,,,Quận Bắc Từ Liêm,Hà Nội,132.0,m2,,tỷ,2
Chung cư The Wisteria,,,3,,,,Huyện Hoài Đức,Hà Nội,114.0,m2,7.0,tỷ,3
,,,2,,Phố Hàng Vôi,Phường Lý Thái Tổ,Quận Hoàn Kiếm,Hà Nội,75.0,m2,7.15,tỷ,1
Đông Đô,,,3,,,,Quận Cầu Giấy,Hà Nội,109.0,m2,6.6,tỷ,2
Đông Đô,,,3,,,,Quận Cầu Giấy,Hà Nội,108.0,m2,6.35,tỷ,2
Đông Đô,,,2,,,,Quận Cầu Giấy,Hà Nội,105.0,m2,6.56,tỷ,2
Đông Đô,,,2,,,,Quận Cầu Giấy,Hà Nội,95.0,m2,6.1,tỷ,2
Đông Đô,,,3,,,,Quận Cầu Giấy,Hà Nội,102.0,m2,6.5,tỷ,2
90 Nguyễn Tuân,,,2,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,70.0,m2,5.0,tỷ,2
,,,2,1,Đường Trần Hữu Tước,Phường Ngã Tư Sở,Quận Đống Đa,Hà Nội,100.0,m2,7.99,tỷ,1
Vinhomes Smart City,Bắc,,2,,,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội,54.0,m2,3.0,tỷ,2
An Bình Plaza,,,3,,Phố Trần Bình,Phường Mỹ Đình 2,Quận Nam Từ Liêm,Hà Nội,160.0,m2,7.4,tỷ,2
An Lạc Phùng Khoang,,,3,,Đường Phùng Khoang,Phường Trung Văn,Quận Nam Từ Liêm,Hà Nội,106.0,m2,4.6,tỷ,2
Hồ Gươm Plaza,,,3,,Đường Trần Phú,Phường Mỗ Lao,Quận Hà Đông,Hà Nội,105.0,m2,4.6,tỷ,2
The Beverly - Vinhomes Ocean Park,,,,,,Xã Đa Tốn,Huyện Gia Lâm,Hà Nội,28.0,m2,1.9,tỷ,1
Heritage West Lake,,,4,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,180.0,m2,,tỷ,3
N05 Trần Duy Hưng,,,3,,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,162.0,m2,9.5,tỷ,3
,,,3,,Đường Thành Thái,Phường Dịch Vọng,Quận Cầu Giấy,Hà Nội,148.0,m2,8.8,tỷ,2
Indochina Plaza,,,3,,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,117.0,m2,10.3,tỷ,2
Đông Đô,,,2,,,,Quận Cầu Giấy,Hà Nội,110.0,m2,6.8,tỷ,2
Imperia Sola Park,,,,,,,Quận Nam Từ Liêm,Hà Nội,54.0,m2,3.35,tỷ,
,,,,,,,Huyện Thanh Trì,Hà Nội,36.0,m2,4.5,tỷ,
Goldmark City,,,3,,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm,Hà Nội,96.0,m2,6.6,tỷ,2
Goldmark City,,,3,,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm,Hà Nội,115.0,m2,,tỷ,2
N01-T7 Ngoại Giao Đoàn,,,3,,,Phường Xuân Tảo,Quận Bắc Từ Liêm,Hà Nội,104.0,m2,13.0,tỷ,2
,,,,,,,,Hà Nội,0.0,m2,,tỷ,
Hà Nội Melody Residences,,,,,,,Quận Hoàng Mai,Hà Nội,74.0,m2,,tỷ,
Vinhomes Gardenia,,,2,,Đường Hàm Nghi,Phường Cầu Diễn,Quận Nam Từ Liêm,Hà Nội,73.0,m2,6.3,tỷ,2
Golden Palace,,,3,,,Phường Mễ Trì,Quận Nam Từ Liêm,Hà Nội,118.0,m2,8.0,tỷ,2
An Bình Plaza,,,2,,Phố Trần Bình,Phường Mỹ Đình 2,Quận Nam Từ Liêm,Hà Nội,56.0,m2,4.3,tỷ,1
Eco Dream,Nam,,5,,Đường Nguyễn Xiển,Xã Tân Triều,Huyện Thanh Trì,Hà Nội,155.0,m2,9.7,tỷ,3
KĐT Tây Hồ Tây - Starlake Hà Nội,,,4,,,Phường Xuân La,Quận Tây Hồ,Hà Nội,231.0,m2,,tỷ,3
Mon City - Hải Đăng City,,,2,,,,Quận Nam Từ Liêm,Hà Nội,67.0,m2,4.5,tỷ,2
HH2 Bắc Hà,,,3,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,Hà Nội,133.0,m2,5.75,tỷ,2
The Pride,,,3,,Đường Tố Hữu,Phường La Khê,Quận Hà Đông,Hà Nội,113.0,m2,5.35,tỷ,3
Sakura Tower,,,3,,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,95.0,m2,6.0,tỷ,2
90 Nguyễn Tuân,,,2,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,71.0,m2,4.9,tỷ,2
The Golden Palm Lê Văn Lương,,,2,,,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,81.0,m2,5.9,tỷ,2
Golden Land,,,,,,,Quận Thanh Xuân,Hà Nội,166.0,m2,9.0,tỷ,
Hei Tower Điện Lực,,,3,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,130.0,m2,8.0,tỷ,2
Hei Tower Điện Lực,,,3,,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,89.0,m2,5.5,tỷ,2
Cầu Giấy Center Point,,,2,,Đường Cầu Giấy,Phường Quan Hoa,Quận Cầu Giấy,Hà Nội,53.0,m2,4.0,tỷ,2
Tabudec Plaza,,,3,,Đường Phan Trọng Tuệ,Xã Tả Thanh Oai,Huyện Thanh Trì,Hà Nội,114.0,m2,4.3,tỷ,2
,,,2,,,Xã Tân Triều,Huyện Thanh Trì,Hà Nội,76.0,m2,4.1,tỷ,2
The Terra An Hưng,,,3,,,Phường Dương Nội,Quận Hà Đông,Hà Nội,91.0,m2,5.7,tỷ,2
Tòa Tháp Thiên Niên Kỷ,,,2,,Đường Tố Hữu,Phường Vạn Phúc,Quận Hà Đông,Hà Nội,66.0,m2,4.35,tỷ,1
Samsora Premier,,,3,,Đường Chu Văn An,Phường Yết Kiêu,Quận Hà Đông,Hà Nội,81.0,m2,4.5,tỷ,2
KĐT Xa La,,,2,,Phố Phùng Hưng,Phường Phúc La,Quận Hà Đông,Hà Nội,67.0,m2,2.98,tỷ,2
A10-A14 Nam Trung Yên,,,2,,,Phường Yên Hòa,Quận Cầu Giấy,Hà Nội,52.0,m2,3.45,tỷ,1
Golden Park Tower,,,3,,Đường Phạm Văn Bạch,Phường Yên Hòa,Quận Cầu Giấy,Hà Nội,98.0,m2,7.8,tỷ,2
Roman Plaza,,,2,,Đường Tố Hữu,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,69.0,m2,4.6,tỷ,2
,,,3,,Đường Hữu Hưng,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội,116.0,m2,6.9,tỷ,2
Mỹ Đình Plaza 2,,,3,,Đường Nguyễn Hoàng,Phường Mỹ Đình 2,Quận Nam Từ Liêm,Hà Nội,104.0,m2,6.0,tỷ,2
Times City,Nam,,1,,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,Hà Nội,54.0,m2,4.9,tỷ,1
Green Stars,,,2,,Đường Phạm Văn Đồng,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,Hà Nội,66.0,m2,,tỷ,2
N01-T7 Ngoại Giao Đoàn,Đông,,3,,Đường Nguyễn Văn Huyên,Phường Xuân Tảo,Quận Bắc Từ Liêm,Hà Nội,104.0,m2,12.48,tỷ,2
Chung cư H9-CT1 Starlake,Nam,,2,,,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,Hà Nội,101.0,m2,,tỷ,2
N01-T8 Ngoại Giao Đoàn,Đông,,4,,,Phường Xuân Tảo,Quận Bắc Từ Liêm,Hà Nội,136.0,m2,,tỷ,3
Chung cư 789 Xuân Đỉnh,Nam,,2,,,,Quận Bắc Từ Liêm,Hà Nội,61.0,m2,4.8,tỷ,2
N01-T1 Ngoại Giao Đoàn,Đông,,3,,,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,Hà Nội,132.0,m2,10.56,tỷ,2
Hoa Dao Hotel,,,3,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,85.0,m2,5.1,tỷ,2
Rivera Park Hà Nội,,,2,,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,70.0,m2,5.8,tỷ,2
